id	style	word	pronunciation
PWN:sail.v.03		hamba ngesikhephe
PWN:saw.n.02		isarha
PWN:saw.n.02		sarha
PWN:search.v.01		khangela
PWN:sew.v.01		thunga
PWN:sharpen.v.01		lola
PWN:shave.v.01		cheb'iinwele
PWN:shears.n.01		isikere
PWN:shirt.n.01		ishethi
PWN:shoe.n.01		isihlangu
PWN:sing.v.02		cula
PWN:sink.v.01		zika
PWN:sit_down.v.01		chopha
PWN:skate.v.01		skeyitha
PWN:ski.n.01		dlal'ekhephini
PWN:skin.v.04		xuba
PWN:sleep.v.01		lala
PWN:smell.v.01		nukisa
PWN:smoke.v.01		tshaya
PWN:snail.n.01		inkumba
PWN:snake.n.01		inyoka
PWN:snog.v.01		nqabuza
PWN:snowman.n.01		umntu wekhephu
PWN:snuff_out.v.02		cim'umlilo
PWN:sock.n.01		ikawusi
PWN:sofa.n.01		isofa
PWN:spectacles.n.01		izipeksi
PWN:spill.v.01		chitha
PWN:spin.v.06		thungangomeshini
PWN:spoon.n.01		icephe
PWN:squeeze.v.02		khama
PWN:squirrel.n.01		unomatse
PWN:stairs.n.01		izitepsi
PWN:star.n.03		inkwekhwezi
PWN:steal.v.01		yiba
PWN:sting.v.02		lunywa yinyosi
PWN:stir.v.01		zamisa
PWN:sun.n.01		ilanga
PWN:sweep.v.06		tshayela
PWN:swim.v.01		qubha
PWN:swing.v.01		jinga
PWN:table.n.02		idesika
PWN:tail.n.01		umsila
PWN:tank.n.01		itanki
PWN:tear.v.01		krazula
PWN:telephone.n.01		ifowuni
PWN:television_receiver.n.01		ithivi
PWN:thermometer.n.01		ithemomitha
PWN:tie.v.01		boph'imitya
PWN:tiger.n.02		ingwe
PWN:tomato.n.01		itumato
PWN:transport.v.02		thwala
PWN:tree.n.01		umthi
PWN:trouser.n.01		ibhulukhwe
PWN:turtle.n.02		ufudo
PWN:umbrella.n.01		iambrela
PWN:wake_up.v.02		vuka
PWN:walk.v.01		hamba
PWN:wash.v.03		hlamb'iimpahla
PWN:watch.v.01		iwotshi
PWN:water.v.01		nkcenkcesha
PWN:watermelon.n.02		ivatala
PWN:wave.n.01		amaza
PWN:weigh.v.01		weyisha
PWN:whisper.v.01		sebezela
PWN:whistle.v.03		vuthel'impempe
PWN:wipe_up.v.01		korobha
PWN:write.v.02		bhala
PWN:zebra.n.01		izebra
