id	style	word
PWN:brake.v.02		bremsilo
PWN:bread.n.01		pano
PWN:breast.n.02		mamo
PWN:breathe.v.01		spiri
PWN:brick.n.01		briko
PWN:bridge.n.01		ponto
PWN:bright.a.01		brila, hela, luma
PWN:bring.v.01		alporti, venigi, kunpreni, kunporti
PWN:broom.n.01		balailo
PWN:brother.n.01		frato
PWN:brow.n.01		frunto
PWN:brown.s.01		bruna
PWN:brush.n.02		broŝilo
PWN:brush.v.04		balai
PWN:bucket.n.01		sitelo
PWN:bud.n.01		burĝono
PWN:building.n.01		konstruaĵo
PWN:bullet.n.01		kuglo
PWN:bus.n.01		aŭtobuso, buso {colloquial}
PWN:business.n.01		komerco
PWN:bustle.n.01		aktiveco, agado
PWN:butterfly.n.01		papilio
PWN:buttocks.n.01		gluteo
PWN:button.n.01		butono
PWN:cabbage.n.01		brasiko
PWN:cable.n.02		kablo
PWN:cage.n.01		kaĝo
PWN:calculate.v.01		kalkuli
PWN:calendar_month.n.01		monato
PWN:call.v.05		voki, alvoki
PWN:camp.n.03		tendumejo, kampadejo, bivakejo
PWN:can.n.01		ladskatolo
PWN:candle.n.01		kandelo
PWN:cannon.n.01		kanono, pafilego
PWN:cap.n.01		ĉapo
PWN:capitulation.n.03		cedo, rezigno
PWN:caprice.n.01		kaprico
PWN:capsicum.n.01		kapsiko
PWN:car.n.01		aŭtomobilo, aŭto {colloquial}
PWN:carbon.n.01		karbono
PWN:card.n.04		karto
PWN:carrot.n.01		karoto
PWN:cat.n.01		kato
PWN:catastrophe.n.02		katastrofo
PWN:catch.v.04		kapti
PWN:caterpillar.n.01		raŭpo
PWN:cattle.n.01		bovo
PWN:cause.n.01		kialo
PWN:cause.v.01		kaŭzi
PWN:caution.n.01		singardo, prudento
PWN:cave.n.01		kaverno, groto
PWN:ceiling.n.01		plafono
PWN:cellular_telephone.n.01		poŝtelefono
PWN:century.n.01		jarcento, centjaro
PWN:certain.a.04		certa
PWN:chain.n.03		ĉeno
PWN:chair.n.01		seĝo
PWN:cheek.n.01		vango
PWN:cherry.n.03		ĉerizo
PWN:chicken.n.02		koko
PWN:child.n.01		infano
PWN:chimney.n.01		kamentubo, fumtubo
PWN:chin.n.01		mentono
PWN:choose.v.01		elekti, selekti
PWN:chrysanthemum.n.01		krizantemo
PWN:church.n.02		preĝejo
PWN:clay.n.01		argilo
PWN:cliff.n.01		krutaĵo, klifo
PWN:climb.v.01		grimpi
PWN:clock.n.01		horloĝo
PWN:cloud.n.02		nubo
PWN:club.n.02		klubo, asocio
PWN:club.n.03		bastonego
PWN:coal.n.01		terkarbo
PWN:coat.n.01		palto, mantelo
PWN:cockroach.n.01		blato
PWN:coffee.n.01		kafo
PWN:coin.n.01		monero
PWN:cold.a.01		malvarma, frida
PWN:collaborate.v.01		kunlabori
PWN:collar.n.01		kolumo
PWN:color.n.01		koloro
PWN:comb.n.01		kombo
PWN:commiseration.n.01		kompati
PWN:committee.n.01		komitato
PWN:community.n.01		komunumo
PWN:company.n.01		kompanio
PWN:compete.v.01		konkurenci
PWN:compromise.n.01		kompromiso
PWN:computer.n.01		komputilo {variants: komputero; komputoro}
PWN:concede.v.01		konfesi
PWN:condition.n.01		stato, kondiĉo
PWN:conscious.a.02		konscia
PWN:consequence.n.01		rezulto, sekvo
PWN:construct.v.01		konstrui
PWN:container.n.01		ujo, entenilo, vazo
PWN:contend.v.06		batali, barakti, lukti, militi
PWN:control.v.01		regi
PWN:copper.n.01		kupro
PWN:cork.n.01		korko
PWN:corn.n.01		maizo
PWN:corpulent.s.01		grasa
PWN:cotton.n.02		kotono
PWN:count.v.01		nombri
PWN:courage.n.01		kuraĝo
PWN:court.n.01		jurejo, tribunalo
PWN:cover.v.01		kovrilo
PWN:crawl.v.01		rampi
PWN:crime.n.01		krimo
PWN:crow.n.01		korvo
PWN:cry.v.02		plori
PWN:cucumber.n.02		kukumo
PWN:culture.n.06		kulturo
PWN:cup.n.01		taso
PWN:curse.v.03		malbeni
PWN:curtain.n.01		kurteno
PWN:cut.v.01		tranĉi
PWN:dance.v.02		danci
PWN:danger.n.01		danĝero
PWN:dark.a.01		malhela
PWN:date.n.01		dato
PWN:date.n.08		daktilo
PWN:daughter.n.01		filino
PWN:dead.a.01		morta, mortinta
PWN:december.n.01		decembro
PWN:decoration.n.01		ornamaĵo, dekoraĵo
PWN:deer.n.01		cervo
PWN:defect.n.03		difekto, malperfektaĵo
PWN:deity.n.01		dio
PWN:deny.v.04		nei
PWN:depend.v.01		dependi de
PWN:depository_financial_institution.n.01		banko
PWN:desert.n.01		dezerto
PWN:deserve.v.01		meriti
PWN:desire.v.01		voli, deziri
PWN:desk.n.01		skribtablo
PWN:destroy.v.01		detrui, malkrei
PWN:detail.n.01		detal(aĵ)o
PWN:detect.v.01		rimarki, observi
PWN:dial.n.01		ciferplato
PWN:dictator.n.02		diktatoro, tirano
PWN:die.v.01		morti
PWN:difficult.a.01		malfacila
PWN:dirty.a.01		malpura
PWN:disappointment.n.01		malkontentiĝo, seniluziiĝo
PWN:discontinue.v.01		ĉesigi, ĉesi
PWN:disease.n.01		malsano
PWN:dish.n.01		plado
PWN:doctor.n.01		kuracisto
PWN:dog.n.01		hundo
PWN:dome.n.01		kupolo
PWN:domestic_ass.n.01		azeno
PWN:doubt.v.02		dubi
