id	style	word	morphology	etymology
PWN:bowl.n.01		tasa	tasa	ara: طَاس (ṭās), hau:tasa, swa:tasa, ful:taasa, tur:tas, deu:Tasse, fra:tasse, spa:taza, rus:таз (taz), hin:तश्तरी (tashtarī)
PWN:box.n.01		kas	kas	lat:capsa, deu:Kasse, eng:case, fra:caise, spa:caja, por:caixa, rus:касса (kassa), swa:kasha, ful:keesu + ara:(qafaṣ), hin:क़फ़स (qafas), tur:kafes + zho:卡式 (kǎshì), yue:卡式 (kaa1sik1), jpn:カセット (kasetto), kor:카세트 (kaseteu), hau:kaset
PWN:box.n.01 		sinduk	sin.duk	
PWN:boxing.n.01		kuen sut	kuen·sut	
PWN:brain.n.01		nao	nao	zho:脑 (nǎo), yue:腦 (nou5), jpn:脳  (nō), kor:뇌 (noe), vie:não
PWN:brainless.s.01		naolos	nao·los	
PWN:branch.n.02		shaka	shaka	fas: شاخه (šâxe), hin:शाखा (śākhā), ben:শাখা (śakha), tam:சாகை (sākai), tel:శాఖ (śākha), khm:សាខា (saakhaa), tha:สาขา (sǎa-kǎa)
PWN:bread.n.01		ban	ban	zho:包 (bāo), yue:包 (baau1), vie:bánh + por:pão, spa:pan, fra:pain, jpn:パン (pan), kor:빵 (ppang)
PWN:bread_knife.n.01		ban dau	ban dau	
PWN:break_up.v.16		frag	frag	
PWN:breast.n.02		mam	mam	fas: ممه‎ (mame), tur:meme, eng:mamma, spa:por:mama + fra:mammifère, may:mamalia
PWN:brick.n.01		teg	teg	lat:tegula, ita:tegola, eng:tile, deu:Ziegel, fra:tuile, spa:teja, por:telha, hin:टाइल (ṭāila), ben:টালি (ṭali), jpn:タイル (tairu), kor:타일 (tail), ara: طَجِين‎  (ṭajīn), tur:tuğla; tajine
PWN:bright.a.01		ming	ming	zho:wuu:明 (míng), yue:明 (ming4), vie:minh, kor:명 (myeong)
PWN:broccoli.n.01		brokol	bro·kol	
PWN:bromine.n.01		brom	brom	eng:bromine, fra:brome, spa:bromo, por:bromo, rus:бром, kor:브롬, vie:brom, hin:ब्रोमिन, ben:ব্রোমিন, may:brom, swa:bromi, ara: بروم
PWN:brother.n.01		brad	brad	ell:φράτηρ (phrater), eng:brother, por:brada; bródi, rus:брат (brat), fas: برادر‎ (barâdar), hin:बिरादर (birādar), ben:বেরাদর (beradôr), may:bruder, jpn:ブラザー (burazā), kor:브라더 (beuradeo), tur:birader, swa:bradha
PWN:brown.s.01		brun	brun	eng:brown, deu:braun, fra:brun, rus:бурый (buryy), hin:भूरा (bhurā), ara: بُنِّيّ (bunni)
PWN:brush.n.02		brosh	brosh	eng:brush, fra:brosse, spa:por:brocha, jpn:ブラシ (burashi), kor:브러시 (beureosi), hin:ब्रश (braś), ben:ব্রাশ (braś), hau:swa:burashi, fas:(boros), may:berus, ara: فُرْشَاة‎ (furšāh), tur:fırça
PWN:bucket.n.01		balde	bald'e	spa:por:tgl:balde, hin:बाल्टी (bālṭī), ben:বালতি (balti), may:baldi, tam:வாளி (vāḷi)
PWN:buddha.n.01		buda	bud'a	
PWN:buddhism.n.01		budisme	bud·ism'e	
PWN:buddhist.n.01		budiste	bud·ist'e	
PWN:buddy.n.01 		doste	dost’e	hin:दोस्त (dost), ben:দোস্ত (dośt), zho:朵斯提 (duǒsītí), fas: دوست (dost), tur:dost 
PWN:bulge.n.01		guba	guba	pa:giba, ita:goppa, rus:горб (gorb), hin;कूबड़ (kūbaṛ);कुब्बा (kubbā), tur:kambur, jpn:瘤 (kobu), kor:곱사 (gopsa), tgl:kuba
PWN:bundle.n.02		bandul	band·ul	
PWN:bundle.n.02		fash	fash	ita:fascio, eng:fasces, fra:faisceau, por:faixa, spa:faja + rus:фашизм (fašizm), ara: فَاشِيَّة‎ (fāšiyya), zho:法西斯主义 (fǎxīsīzhǔyì), jpn:ファシズム (fashizumu), kor:파시즘 (pasijeum), vie:chủ nghĩa phát xít, hin:फ़ासीवाद (fāsīvād), may:fasisme ben:ফ্যাসিবাদ (phaśibad)
PWN:bureaucracy.n.02 		burokratia	buro·krat·ia	
PWN:bury.v.02		enhume	en.hum'e	
PWN:bury.v.02		gabre	gabr'e	
PWN:bus.n.01		bus	bus	deu:fra:eng:spa:bus, rus:автобус (avtobus), hin:बस (bas), jpn:バス (basu), kor:버스 (beoseu), fas:(otobus), tur:otobüs, swa:basi, hau:bas, zho:巴士 (bāshì), yue:巴士 (baasi), vie:(xe) búyt
PWN:busy.s.04		bizik	biz·ik	
PWN:butane.n.01		butan	but·an	
PWN:butter.n.01		bute	but'e	deu:Butter, eng:butter, fra:beurre, jpn:バター (batā), kor:버터 (beoteo), vie:bơ, wuu:白脱 (ba' ta)
PWN:buttocks.n.01		pigu	pigu	tgl:pigi, zho:屁股 (pìgu), yue:屁股 (pei3 gu2)
PWN:butyl.n.01		butil	but·il	
PWN:cabbage.n.01		kol	kol	deu:Kohl, spa:col, may:kol, zho:高丽菜 (gāolícài) + eng:cauliflower; broccoli, fra:brocoli, spa:coliflor; brócoli, por:brócolis, rus:брокколи (brokkoli), may:tur:brokoli, tgl:koliplor, ara: بْرُوكُلِي‎ (brūkulī), jpn:ブロッコリ (burokkori), kor:브로콜리 (beurokolli)
PWN:cabbage.n.01		rul kol	rul kol	
PWN:cable.n.02		kable	kabl'e	eng:spa:cable, por:cabo fra:câble, rus:кабель (kabel'), fas: کابل (kâbl), jpn:ケーブル (kēburu), kor:까벨 (kkabel), may:kabel, tur:kablo + ara:حَبْل‎ (ḥabl)
PWN:cadaver.n.01		nekre	nekr'e	eng:spa:por:necro-, fra:nécro-, deu:nekro-, rus:некро- (nekro-)
PWN:cadmium.n.01		kadmium	kadm·ium	eng:cadmium, fra:cadmium, spa:cadmio, por:cádmio, rus:кадмий, zho:镉 (gé), jpn:カドミウム, kor:카드뮴, vie:catmi, hin:काडमियम, ben:ক্যাডমিয়াম, may:kadmium, swa:kadimi, ara: كادميوم
PWN:caftan.n.02		juba	juba	ara: جُبَّة (jubba), ful:jabba, swa:juba, may:jubah, spa:aljuba, por:gibão, fra:jupon, rus:жупан (župan)
PWN:calcium.n.01		kalsium	kals·ium	eng:calcium (Ca), fra:calcium, spa:calcio, por:cálcio, rus:кальций, zho:钙 (gài), jpn:カルシウム, kor:칼슘, vie:canxi, hin:कैल्शियम, ben:ক্যালসিয়াম, may:kalsium, swa:kalisi, ara: كلسيوم
PWN:calculate.v.01		hisab	hisab	ara: حِسَاب‎ (ḥisāb), hin:हिसाब (hisāb), ben:হিসাব (hiśab), tur:hesap, orm:hisaaba, swa:hisabu, hau:lisafi, ful:hiisa
PWN:calendar_month.n.01		mes	mes	fra:mois, spa:mez, por:mês, rus:месяц (mes’ac), hin:मास (mās), ben:মাস (maś) + swa:mwezi
PWN:californium.n.01		kalifornium	kaliforn·ium	eng:californium, fra:californium, spa:californio, por:califórnio, rus:калифорний, zho:锎 (kāi), jpn:カリホルニウム, kor:칼리포르늄, vie:califoni, hin:कैलीफोर्नियम, ben:ক্যালিফোর্নিয়াম, may:kalifornium, swa:kalifoni, ara: كاليفورنيوم
PWN:camel.n.01		gamel	gamel	ara:جَمَل‎ (jamal), heb:גָּמָל‎ (gamál) eng:camel, deu:Kamel, spa:camello, por:camelo, swa:ngamia, orm:gaala, wol:geleem
PWN:camp.n.03		kampe	kamp'e	eng:camp, spa:campamento, por:acampamento, tur:kamp, swa:kambi, hin:कैंप (kaimp), may:kem, jpn:キャンプ (kyanpu)
PWN:cancel.v.03		desiste	de.sist'e	
PWN:canoe.n.01		kanu	kanu	eng:canoe, fra:canoë, spa:por:canoa, rus:каноэ (kanoe), jpn:カヌー (kanū), kor:카누 (kanu), tur:kano
PWN:cap.n.02		botel tap	botel tap	
PWN:car.n.01		kar	kar	
PWN:carbon.n.01		karbe	karb'e	eng:carbon, fra:carbone, spa:carbón, por:carbono, vie:cacbon, hin:कार्बन, ben:কার্বন, may:karbon, swa:kaboni, ara: كربون
PWN:cardboard.n.01		karton	kart·on	
PWN:carrot.n.01		karot	karot	eng:carrot, fra:carotte, deu:Karotte, ful:swa:karoti, hau:karas, amh:ካሮት (karot), may:karot, vie:cà rốt, tam:காரட் (kāraṭ)
PWN:cashew.n.01		kaju	kaju	fra:cajou, spa:cajú, por:caju, eng:cashew, deu:Kaschu, hin:काजू (kājū), ben:কাজু (kaju), ara: كَاجُو‎ (kājū), ful:kasu, may:gajus, tur:kaşu, jpn:カシュー (kashū), kor:캐슈 (kaesyu)
PWN:cassava.n.03		manioka	manioka	eng:fra:manioc, spa:por:mandioca, rus:маниока (manioka), kor:마니옥 (maniok), lin:manyɔ́kɔ, kon:mandioko
PWN:cat.n.01		mau	mau	zho:猫 (māo), yue:貓 (maau), vie:mèo, tha:แมว (mæo), swa:nyau + eng:miaow; meow, fra:miaou, deu:spa:por:miau, rus:мяу (myau), fas: میو‎ (miyu), hin:म्याऊँ (myāū̃), tam:மியாவ் (miyāv), tur:miyav, 
PWN:catastrophe.n.02		dusastre	dus.astr'e	
PWN:cathode.n.01 		yim gik	yim gik	
PWN:cation.n.01 		yang ion	yang ion	
PWN:cauliflower.n.01		hua kol	hua kol	
PWN:cave.n.01		gua	gua	ben:গুহা (guha), hin:गुफ़ा (gufā), tam:குகை (kuhai), tel:గుహ (guha), may:gua, tha:คูหา (gūhā)
PWN:celestial_body.n.01		astre	astr'e	fra:astre, por:astro, eng:spa:tur:astro-, rus:астро- (astro-)
PWN:cemetery.n.01		nekropol	nekr·o·pol	
PWN:cemetery.n.01 		gabristan	gabr·istan	
PWN:cerebral.a.02		nautik	nau·tik	
PWN:cerium.n.01		cerium	cer·ium	eng:cerium, fra:cérium, spa:cerio, por:cério, rus:церий, zho:铈 (shì), jpn:セリウム, kor:세륨, vie:xeri, hin:सेरियम, ben:সেরিয়াম, may:serium, swa:seri, ara: سيريوم
PWN:certain.a.02		amen	amen	heb: אָמֵן‎, (ʾāmēn), ara: أَمِين (ʔamīn), tur:emin, swa:amini, ful:amiini, hau:amince, ell:ἀμήν (ámén), eng:deu:fra:pol:spa:amen, rus:аминь (amin'), zho:阿门 (āmén), yue:阿門 (aa3mun4), kor:아멘 (amen), jpn:アーメン (āmen), vie:a men
PWN:cesium.n.01		cesium	ces·ium	eng:caesium, fra:césium, spa:cesio, por:césio, rus:цезий, zho:铯 (sè), jpn:セシウム, kor:세슘, vie:xezi, hin:सीज़ियम, ben:সিজিয়াম, may:sesium, swa:sizi, ara: سيزيوم
PWN:chain.n.01		serser	ser·ser	
PWN:chair.n.01		kursi	kursi	ara:(kursiy), hin:कुरसी (kursī), urd:(kursī), pnb:ਕੁਰਸੀ (kursī), tel:(kurcī), may:som:kursi, fas:(korsi)
PWN:change.v.01		alifa	al·ifa	
PWN:change.v.01		altre	al·tr'e	
PWN:change.v.01		muta	muta	spa:mudar, por:mutação, eng:mutate, fra:muter, rus:мутировать (mutirovat’)
PWN:chapter.n.01		bab	bab	ara:fas:urd: بَاب‎ (bāb), may:bab, swa:babu, hau:babi, ful:baabuwo
PWN:check.n.01		chek	chek	eng:spa:por:cheque, fra:chèque, rus:чек (ček), ara: شِيك‎ (šēk), jpn:チェック (chekku), vie:séc, hin:चेक (cek), ben:চেক (cek), may:cek, ind:cheki
PWN:cheese.n.01		chiz	chiz	eng:cheese, zho:起司 (qǐsī), yue:知士 (zi1si62), jpn:チーズ (chīzu), kor:치즈 (chijeu), hin:चीज़ (cīz), swa:chizi, spa:queso, por:queijo, may:keju, deu:Käse
PWN:cheetah.n.01		chita	chita	eng:cheetah, spa:por:chita, hin:चीता (cītā), ben:চিতা (cita), may:citah, jpn:チーター (chītā), kor:치타 (chita), ara: شِيتَه‎ (šītah), tur:çita
PWN:chemical.n.01		kim	kim	eng:chemistry, fra:chimie, spa:por:química, rus:химия (himiya), ara:(kīmiyāʾ), may:kimia, swa:kemia, hau:kimiyya, tur:kimya
PWN:cherry.n.03		cheri	cheri	eng:cherry, fra:cerise, spa:cereza, por:cereja, rus:черешня (čerešnya), ara:(karaz), tur:kiraz, hin:गिलास (gilās), ben:চেরি  (ceri), may:hau:ceri, jpn:チェリー (cherī), kor:체리 (cheri)
PWN:chestnut.n.02		kastana	kastana	deu:Kastanie, spa:castaňa, por:castanha, rus:каштан (kaštan), fas: کستانه‎ (kastâne), ara: كَسْتَنَاء‎ (kastanāʔ), tur:kestane
PWN:chew_the_fat.v.01		blabla	bla·bla	fra:blablater, eng:babble, spa:blablablá, rus:бла-бла-бла, vie:bô lô ba la
PWN:chicken.n.02		koko	koko	fra:coq, eng:cock, pol:kogut, hin:कुक्कुट (kukkuṭ) + swa:kuku, zul:inkukhu, ibo:Ọkụkọ + (onom.) ita:coccodè, jpn:コッコッ (kokko), fas:(qod-qod-qodās), rus:куд-куда
PWN:chief.s.01		shefik	shef·ik	
PWN:child.n.01		bacha	bacha	fas: بچه (bačče), hin:बच्चा (baccā), may:bocah, guj: બચ્ચું (baccũ), tgl:bata
PWN:chimpanzee.n.01		chimpanzi	chimpanzi	eng:chimpanzee, spa:chimpancé, por:fra:chimpanzé, rus:шимпанзе (shimpanze), tur:şempanze, ara:شمبانزي‎ (šimbanzī), hin:चिंपांजी (cimpāñjī), jpn:チンパンジー (chinpanjī), may:cimpanzi
PWN:china.n.01		Jung gogia	Jung gog·ia	
PWN:chlorine.n.01		klor	klor	eng:chlorine, fra:chlore, spa:cloro, por:cloro, rus:хлор, vie:clo, hin:क्लोरीन, ben:ক্লোরিন, may:klor, swa:klorini, ara: كلور
PWN:chocolate.n.02		chokolat	chokolat	spa:por:eng:chocolate, fra:chocolat, rus:шоколад (šokolad), zho:巧克力 (qiǎokèlì), yue:朱古力 (zyugulik), jpn:チョコレート (chokorēto), kor:초콜렛 (chokollet), hin:चाकलेट (cāklet), ben:চকলেট (côkleṭ), may:cokelat, swa:chokoleti, tur:çikolata, ful:cokolete
PWN:christianity.n.01		kristisme	krist·ism'e	
PWN:christmas.n.01		kristogen	krist·o·gen	
PWN:chromium.n.01		kromium	krom·ium	eng:chromium, fra:chrome, spa:cromo, por:crómo, rus:хром, jpn:クロム, kor:크로뮴, vie:crom, hin:क्रोमियम, ben:ক্রোমিয়াম, may:krom, swa:kromi, ara: كروم
PWN:chronology.n.01		krononomia	kron·o·nom·ia	
PWN:cigarette.n.01		sigarit	sigar·it	
PWN:cinema.n.02	inf.	kino	kin’o	
PWN:cinematic.a.01		kinografik	kin·o·graf·ik	
PWN:citizen.n.01		gogiajen	gog·ia·jen	
PWN:citizenry.n.01		demo	dem'o	deu:eng:spa:por:may:tur:swa:demo-, fra:démo-, rus:демо- (demo-)
PWN:citrus.n.01		lim	lim	
PWN:city.n.01		matropol	ma·tr·o·pol	
PWN:civilization.n.01		sivilia	siv·il·ia	
PWN:class.n.01		jener	jen·er	
PWN:clean.a.01		safi	safi	ara: صَفِيّ‎ (ṣafiyy), tur:saf, swa:safi, hau:tsafta, may:safa, hin:साफ़ (sāf), ben:সাফ (śaph)
PWN:clean.v.01		safi	safi	
PWN:close.v.01		kluze	kluz'e	eng:fra:spa:por:-clus-, rus:ключить (-klyučítʹ)
PWN:club.n.02		klub	klub	eng:spa:fra:club, por:clube, deu:Klub, rus:клуб, tur:kulüp, swa:klabu, fas: کُلوب (kolub), hin:क्लब (klab), may:kelab, zho:俱乐部 (jùlèbù), yue:俱樂部 (keoi1 lok6 bou6), jpn:クラブ (kurabu), vie:câu lạc bộ
PWN:coat.n.01		kot	kot	eng:coat, swa:koti, hau:kwat, orm:koota, jpn:コート (kōto), fas:(kot), hin:कोट (kot)
PWN:cobalt.n.01		kobalte	kobalt'e	eng:cobalt, fra:cobalt, spa:cobalto, por:cobalto, rus:кобальт, zho:钴 (gǔ), jpn:コバルト, kor:코발트, vie:coban, hin:कोबाल्ट, ben:কোবাল্ট, may:kobalt, swa:kobalti, ara: كوبلت
PWN:code.n.02		kod	kod	eng:code, spa:por:código, ru:код, fas:کد‎ (kod), hin:कोड (koḍ), jpn:コード (kōdo)
PWN:coffee.n.01		kafe	kafe	deu:Kaffee, fra:spa:por:café, rus:кофе, zho: 咖啡 (kāfēi), yue:咖啡 (gaa3 fe1), eng:coffee, hin:काफ़ी (kāfī), ben:কফি (kôphi), tur:kahve, hau:kofi, ful:kafe
PWN:coin.n.01		monit	mon·it	
PWN:cold.n.01		zukam	zukam	ara:زُكَام‎ (zukām), hin:ज़ुकाम (zukām) + zho:感(冒) (gǎn(mào)), yue:感冒 (gam2mou6), jpn:感(冒) (kan(bō)), kor:감(기) (gam(gi)), vie:cảm
PWN:collaborate.v.01		kolab	ko.lab	
PWN:collection.n.01		jamia	jam·ia	ara: جَمَعَ‎ (jamaʿa), swa:jamii, tur:camia, fas: جمع (jam’), hau:jam'iyya + hin:जमात (jamāt)
PWN:collective.a.02		jamiv	jam·iv	
PWN:color.n.01		rang	rang	fas: رَنْگ (rang), hin:रंग (raṅg), ben:রং (rông), tam:ரங்கு (raṅku), tur:renk, swa:rangi
PWN:comedy.n.01		komodia	kom·od·ia	
PWN:commercial_enterprise.n.02	inf.	biz	biz	
PWN:committee.n.01		komisia	ko.mis·ia	
PWN:companion.n.01		sahib	sahib	ara: صَاحِب (ṣāḥib), fas: صاحب (sāhib), hin:साहिब (sāhib), ben:সাহেব (śaheb), may:sahabat, swa:sahibu
PWN:complex.a.01		komple	kom.pl’e	
PWN:computer.n.01		komputer	kom.put·er	
PWN:concave.a.01		enkurvatik	en.kurva·tik	
PWN:cone.n.01		konu	konu	
PWN:connect.v.01		linke	link’e	
PWN:connection.n.06		ser	ser	eng:series, fra:série, spa:serie, rus:серия (seriya), tur:seri + ara:(silsila), fas: سلسله‎ (selsele), hin:सिलसिला (silsilā), tur:silsile, swa:silisili, hau:sasari + zho:系列 (xìliè) + kor:사슬 (saseul)
PWN:consequence.n.01		posfenomen	pos.fen·o·men	eng:fra:post-, spa:pos, por:pós-, rus:после- (posle-) + fas: پس (pas)
PWN:consist.v.03		konsiste	kon.sist'e	
PWN:consistent.a.01		konsisten	kon.sist'en	
PWN:construct.v.01		konstru	kon.stru	
PWN:construction.n.01 		bina	bina	
PWN:container.n.01		kontener	kon.ten·er	
PWN:contend.v.06		jang	jang	fas: جنگ (jang), hin:जंग (jang), ben:জঙ্গ (jôṅg), tur:cenk + zho:仗 (zhàng); 爭 (zhēng), yue:争 (zang1), kor:전쟁 (jeonjaeng), vie:(chiến) tranh + may:juang
PWN:continue.v.01		redura	re.dura	
PWN:copper.n.01		kupre	kupr'e	eng:copper, fra:cuivre, spa:cobre, por:cobre, swa:kupri
PWN:copy.n.02		kopi	kopi	eng:copy, fra:copie, spa:por:copia, rus:копия (kopiya), hin:कापी (kāpī), tur:kopya, may:kopi, zho:拷貝 (kǎobèi), jpn:コピー (kopī)
PWN:coriander.n.01		kotumbar	kotumbar	tam: கொத்துமல்லி (kottumalli), tel:కొత్తిమీర (kottimīra), may:ketumbar, scr:कुस्तुम्बरी (kustumbarī), hin:कोथमीर (kothmīr), mar:कोथिंबीर (kothimbīr), ara: كُزْبَرَة‎ (kuzbara)
PWN:corn.n.01		mais	mais	eng:maize, deu:Mais, spa:maíz, fra:maïs, rus:маис (maís)
PWN:corner.n.03		gon	gon	hin:कोण (koṇ), tel:(kōnamu), swa:kona, eng:corner; -gon, hau:kwana, fra:-gone, spa:por:-gono
PWN:corporate.s.03		jamik	jam·ik	
PWN:correct.a.01		koret	ko.ret	
PWN:cosmology.n.01		kosmogenia	kosm·o·gen·ia	
PWN:cosmology.n.02		kosmolojia	kosm·o·loj·ia	
PWN:cotton.n.03		goton	goton	ara: قُطُن‎ (quṭun), spa:algodón, por:algodão, fra:coton, eng:cotton, may:katun, jpn:コットン (kotton), kor:코튼 (koteun) + hin:गुड (guḍ)
PWN:coulomb.n.01		kulombe	kulomb'e	
PWN:count.v.01		num	num	
PWN:countryside.n.01		agristan	agr·istan	
PWN:couple.n.04		duo	du·o	
PWN:cover.v.05		tema	tema	
PWN:cow.n.01		mumu	mumu	(onom,) eng:moo, deu:muh, rus:му (mu), tha:มอ (mo), hin:(mū), jpn:モーモー (mō mō), zho:哞 (mōu), tur:mö
PWN:cream.n.02		krem	krem	fra:crème, por:creme, spa:crema, eng:cream, jpn:クリーム (kurīmu), zho:淇淋 (qílin), yue:淇淋 (kei4 lam4), ful:kerem + kor:아이스크림 (aiseukeurim), hin:आइसक्रीम (āisakrīm), ben:আইসক্রীম (aisôkrīm), may:es krim, swa:aiskrimu
PWN:crime.n.01		grim	grim	eng:fra:por:crime, spa:crimen, tgl:krimen + ara: جُرْم (jurm), fas: جرم‎ (jorm), hin:जुर्म (jurm)
PWN:crisis.n.01		kriz	kriz	eng:crisis, deu:Krise, fra:por:crise, spa:crisis, rus:кризис (krizis), tur:kriz, may:krisis
PWN:crisscross.n.01		krus	krus	eng:cross, por:spa:cruz, deu:Kreuz, fra:croix, jpn:クロス (kurosu), rus:крест (krest), kon:kuluzi, hin:क्रूश (krūś)
PWN:cross.n.01		krus	krus	
PWN:crossbow.n.01		krus gung	krus gung	
PWN:cube.n.01		kube	kub'e	
PWN:cuckoo.n.02		kuku	kuku	eng:cuckoo, fra:coucou, spa:por:cuco, rus:кукушка (kukushka), fas: کوکو‎ (kuku), jpn:郭公 (kakkō), zho:布谷鸟 (bùgǔniǎo), yue:布谷鳥 (bou3 guk1 niu5), tur:guguk, hau:kukku
PWN:cumin.n.01		zira	zira	fas: زیره‎ (zire), hin:ज़ीरा (zīrā), ben:জিরা (zīra), tam:சீரகம் (sīrakam), rus:зира (zira), zho:孜然 (zīrán), swa:mjira
PWN:cupboard.n.01		almari	almari	spa:armario, por:armário, hin:अलमारी (almārī), ben:আলমারি (almari), tam:அலமாரி (alamāri), may:lemari, swa:almari, ful:armoor
PWN:curium.n.01		kurium	kur·ium	eng:curium, fra:curium, spa:curio, por:cúrio, rus:кюрий, jpn:キュリウム, kor:퀴륨, vie:curi, hin:क्यूरियम, ben:কুরিয়াম, may:kurium, swa:kuri, ara: كوريوم
PWN:currency.n.01		valuta	valu·ta	
PWN:curtain.n.01		parda	parda	fas: پرده‎ (parde), ben:পরদা (pôrda), hin:पर्दा (pardā), tur:perde, ara: پرده (parda), tam:பர்தா (partā)
PWN:cut.v.01		kat	kat	eng:cut, hin:काटना (kāṭnā), ben:কাটা (kata); কেতা (keta), tam:கடி (kaṭi), swa:-kata, ara: قَطَعَ (qaṭa’a), fas: قطعه‎ (qet'e), tur:kıta, zho:割 (gē), yue:割 (got3), wuu:割 (ga’), jpn:割 (katsu), vie:cắt, tha:กัด (kat)
PWN:dam.n.01		baraje	bar·aj'e	
PWN:dancing.n.01 		danse	dans'e	eng:fra:dance, spa:danza, por:dança, deu:Tanz, rus:танец (taněc), may:dansa, tur:dans, jpn:ダンス (dansu), kor:댄스 (daenseu), swa:dansi
PWN:danger.n.01		hatre	hatr'e	ara: خطر‎ (xaṭar), fas: خطر‎ (xatar), urd: خطرہ‎ (xatrā), hin:ख़तरा (xatrā), swa:hatari, hau:hatsari, tur:muhatara
PWN:darmstadtium.n.01		darmestadium	darmestad·ium	eng:darmstadtium, fra:darmstadtium, spa:darmstatio, por:darmstádio, rus:дармштадтий, zho: (dá), jpn:ダームスタチウム, kor:다름슈타튬, vie:darmstadti, hin:डार्म्स्टेडशियम, ben:ডারমস্টাডটিয়াম, may:darmstadtium, swa:darmstadti, ara: دارمشتاتيوم
PWN:darwinism.n.01		darvinisme	darvin·ism'e	
PWN:data.n.01		data	data	eng:may:data, vie:đa ta, deu:Daten, spa:tgl:datos, por:dados, fas:(dâde-hâ), hin:डेटा (ḍeṭā), urd:(ḍeṭā), jpn:データ (dēta)
PWN:database.n.01		data banke	data bank'e	
PWN:date.n.01		nen mes din	nen mes din	zho:年月日 (niányuèrì), yue:年月日 (ninyutyat), jpn:年月日 (nengappi), kor:연월일 (yeonworil)
PWN:daughter.n.01		dot	dot	deu:Tochter, eng:daughter, rus:дочь (dočʹ), fas: دختر (doxtar), hin:दुख़्तर (duxtar), tel:దుహిత (duhita)
PWN:day.n.05		din	din	eng:day, spa:día, por:dia, rus:день (deń), hin:दिन (din), ben:দিন (din), tam:தினம் (tiṉam), zho:天 (tiān), yue:天 (tin1)
PWN:debug.v.01		debug	de.bug	
PWN:debugger.n.01		debuger	de.bug·er	
PWN:december.n.01		mes ten du	mes ten du	
PWN:decibel.n.01		desibel	desi·bel	
PWN:decrease.v.01		minifa	min·ifa	
PWN:deface.v.01		dusforma	dus.forma	
PWN:defense.n.01		defende	de.fend'e	
PWN:deflate.v.01		defla	de.fla	
PWN:deform.v.01		deforma	de.forma	
PWN:deformed.s.01		dusformat	dus.forma·t	
PWN:defunct.s.01		defunte	de.funt'e	
PWN:deity.n.01		deo	de'o	por:deus, may:dewa, hin:देवता (devtā), kan:(dēva) + eng:theo-, fra:théo-, spa:teo-, rus:тео- (teo-)
PWN:delicate.s.03		fragil	frag·il	
PWN:democracy.n.01		demokratia	dem·o·krat·ia	
PWN:democratic.s.03		populik	pop·ul·ik	
PWN:demography.n.01		demografia	dem·o·graf·ia	
PWN:demonic.s.01		diblik	dibl·ik	
PWN:dentist.n.01		dante dokter	dant·e dokt·er	
PWN:deny.v.04		denega	de.nega	
PWN:depopulate.v.01		depopuliza	de.pop·ul·iza	
PWN:desert.n.01		sablustan	sablu·stan	
PWN:desire.v.01		van	van	eng:want, kor:원 (wăn)
PWN:despair.v.01		dezasha	dez.asha	
PWN:destroy.v.01		destru	de.stru	
PWN:devil.n.02		dible	dibl'e	eng:devil, fra:diable, spa:diablo, por:diabo, rus:дьявол (dyavol), ara: إِبْلِيس⁩ (ʔiblīs), tur:hau:iblis, swa:ibilisi
PWN:diagonal.s.01		diagonik	dia.gon-ik	
PWN:diaspora.n.03		diaspora	dia.spora	
PWN:dichotomy.n.01		dutomia	du.tom·ia	
PWN:dictionary.n.01		lexe buk	lex·e buk	
PWN:die.n.01		zar kub	zar kub	
PWN:dinner.n.01		diner	din·er	
PWN:dinosaur.n.01		dinosaur	dino·saur	
PWN:direction.n.01		dika	dika	eng:indicate, fra:indiquer, spa:por:indicar + hin:दिशा (diśā) + ben:দিকে (dike) + zho:的 (dí), yue:的 (dik1), jpn:的 (teki), vie:đích
PWN:dirty.a.01		insafi	in.safi	
PWN:disapprove.v.02		deprova	de.prova	
PWN:disbelieve.v.01		inkrede	in.kred'e	
PWN:disbeliever.n.01		inkreder	in.kred·er	
PWN:discard.v.01		tara	tara	
PWN:discipline.n.01		lojia	loj'ia	
PWN:disinter.v.01		exhume	ex.hum'e	
PWN:disk.n.01		diske	disk'e	eng:tur:disk, fra:disque, spa:por:disco, rus:диск (disk), hin:डिस्क (ḍisk), ben:ডিস্ক (ḑisk), jpn:ディスク (disuku), kor:디스크 (diseukeu)
PWN:diskette.n.01		diskit	disk·it	
PWN:disperse.v.02		spora	spora	eng:fra:may:tur:diaspora, deu:Diaspora, spa:por:diáspora, rus:диаспора (diaspora), jpn:ディアスポラ (diasupora), kor:디아스포라 (diaseupora)
PWN:diss.v.01		dusnimiza	dus.nim·iza	
PWN:ditch.n.01		kanal	kanal	eng:spa:por:fra:canal, rus:канал (kanal), may:kanal + ara: قَنَاة‎ (qanāh) + ben:খাল (khal)
PWN:divination.n.03		mantia	mant·ia	
PWN:divine.s.01		deik	de·ik	
PWN:divine.v.01		mante	mant’e	
PWN:doctor.n.01		dokter	dokt·er	eng:spa:doctor, fra:docteur, por:doutor, deu:tur:doktor, rus:доктор (doktor), fas:دکتر‎ (doktor), hin:डॉक्टर (ḍŏkṭar), may:dokter, ara: دُكْتُور‎ (duktūr), ful:doktoor, swa:dokta
PWN:doctor.n.01		medik dokter	med·ik dokt·er	
