CONCEPTICON_ID	CONCEPTICON_GLOSS	NUMBER	IDS_ID	ENGLISH	RELATION	PWN_WORD_SENSE_ID	PWN_DEFINITION	PWN_SYNSET	PWN_POS
1325	FRIEND	322	S19.510	the friend	ss	friend%1:18:00::	"a person you know well and regard with affection and trust; ""he was my best friend at the university"""	n10112591	n
1135	KICK	323	S10.431	to kick	ss	kick%2:35:00::	"strike with the foot; ""The boy kicked the dog""; ""Kick the door down"""	v01370561	v
867	GLOVE	324	S06.580	the glove	ss	glove%1:06:00::	handwear: covers the hand and wrist	n03441112	n
987	REMAIN	325	S12.160	to remain	ss	remain%2:42:03::	"continue in a place, position, or situation; ""After graduation, she stayed on in Cambridge as a student adviser""; ""Stay with me, please""; ""despite student protests, he remained Dean for another year""; ""She continued as deputy mayor for another year"""	v02727462	v
1372	MEDICINE	326	S04.880	the medicine	ss	medicine%1:06:00::	(medicine) something that treats or prevents or alleviates the symptoms of disease	n03740161	n
2686	CRUSTACEANS (PRAWNS OR SHRIMP)	327	S03.8330	the prawns or shrimp	ui	prawn%1:13:00::	any of various edible decapod crustaceans	n07794159	n
580	FUR	328	S06.280	the fur	ui	fur%1:06:00::	a garment made of the dressed hairy coat of a mammal	n03404149	n
3190	BROKEN (NOT WORKING)	329	S09.261	broken	ui	broken%5:00:00:damaged:00	"out of working order (`busted' is an informal substitute for `broken'); ""a broken washing machine""; ""the coke machine is broken""; ""the coke machine is busted"""	a00680156	a
1467	CIRCLE	330	S12.820	the circle	ss	circle%1:25:01::	"something approximating the shape of a circle; ""the chairs were arranged in a circle"""	n13873917	n
375	SNIFF	331	S15.212	to sniff	ss	sniff%2:39:00::	"perceive by inhaling through the nose; ""sniff the perfume"""	v02125032	v
1133	MATCH	332	S01.870	the match	ss	match%1:06:00::	"lighter consisting of a thin piece of wood or cardboard tipped with combustible chemical; ignites with friction; ""he always carries matches to light his pipe""; ""as long you've a lucifer to light your fag"""	n03728437	n
1641	SILK	333	S06.250	the silk	ss	silk%1:06:00::	a fabric made from the fine threads produced by certain insect larvae	n04219424	n
195	MAT	334	S09.770	the mat	ss	mat%1:06:00::	a thick flat pad used as a floor covering	n03727837	n
1040	HAIR	335	S04.140	the hair	ss	hair%1:08:00::	"a covering for the body (or parts of it) consisting of a dense growth of threadlike structures (as on the human head); helps to prevent heat loss; ""he combed his hair""; ""each hair consists of layers of dead keratinized cells"""	n05254795	n
1349	CHURCH	336	S22.1310	the church	ss	church%1:06:00::	"a place for public (especially Christian) worship; ""the church was empty"""	n03028079	n
1051	CAN	337	S23.5400	the tin/can	ui	can%1:06:00::	airtight sealed metal container for food or drink or paint etc.	n02946921	n
834	BUTTOCKS	338	S04.464	the buttocks	ss	buttocks%1:08:00::	"the fleshy part of the human body that you sit on; ""he deserves a good kick in the butt""; ""are you going to sit on your fanny and do nothing?"""	n05559256	n
321	CHEW	339	S05.180	to chew	ss	chew%2:34:00::	"chew (food); to bite and grind with the teeth; ""He jawed his bubble gum""; ""Chew your food and don't swallow it!""; ""The cows were masticating the grass"""	v01201089	v
1172	SHOOT	340	S20.620	to shoot	ss	shoot%2:33:01::	hit with a missile from a weapon	v01137138	v
1676	ALWAYS	341	S14.310	always	ss	always%4:02:00::	"at all times; all the time and on every occasion; ""I will always be there to help you""; ""always arrives on time""; ""there is always some pollution in the air""; ""ever hoping to strike it rich""; ""ever busy"""	r00019339	r
638	MOTORCYCLE	342	S23.1350	the motorcycle	ss	motorcycle%1:06:00::	a motor vehicle with two wheels and a strong frame	n03790512	n
305	GRANDPARENTS	343	S02.4711	the grandparents	ss	grandparent%1:18:00::	a parent of your father or mother	n10143172	n
720	GOOD LUCK	344	S16.180	the good luck	ss	good_luck%1:26:00::	an auspicious state resulting from favorable outcomes	n14473655	n
1426	EXPENSIVE	345	S11.880	expensive	ss	expensive%3:00:00::	"high in price or charging high prices; ""expensive clothes""; ""an expensive shop"""	a00933154	a
1262	BROTHER	346	S02.440	the brother	ss	brother%1:18:00::	"a male with the same parents as someone else; ""my brother still lives with our parents"""	n09876454	n
1072	PRISONER	347	S20.470	the captive or prisoner	ui	prisoner%1:18:00::	a person who is confined; especially a prisoner of war	n10476086	n
1541	CULTIVATE	348	S08.150	to cultivate	ss	cultivate%2:36:01::	"prepare for crops; ""Work the soil""; ""cultivate the land"""	v01741446	v
244	LEFT	349	S12.420	left	ui	left%4:02:03::	"toward or on the left; also used figuratively; ""he looked right and left""; ""the political party has moved left"""	r00387666	r
168	REST	350	S04.912	to rest	ss	rest%2:29:00::	be at rest	v00014405	v
598	SHELL	351	S03.655	the shell	ss	shell%1:05:01::	the hard largely calcareous covering of a mollusc or a brachiopod	n01904182	n
1011	BRIDGE	352	S10.740	the bridge	ss	bridge%1:06:00::	a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.	n02898711	n
1035	GOOD	353	S16.710	good	ss	good%3:00:01::	"having desirable or positive qualities especially those suitable for a thing specified; ""good news from the hospital""; ""a good report card""; ""when she was good she was very very good""; ""a good knife is one good for cutting""; ""this stump will make a good picnic table""; ""a good check""; ""a good joke""; ""a good exterior paint""; ""a good secretary""; ""a good dress for the office"""	a01123148	a
1025	WHISTLE	354	S18.170	to whistle	ss	whistle%2:32:00::	"utter or express by whistling; ""She whistled a melody"""	v01043441	v
1810	DANGER	355	S16.540	the danger	ss	danger%1:26:00::	"the condition of being susceptible to harm or injury; ""you are in no danger""; ""there was widespread danger of disease"""	n14540765	n
953	RAPE	356	S21.440	the rape	ss	rape%1:04:00::	the crime of forcing a woman to submit to sexual intercourse against her will	n00773402	n
1008	BULL	357	S03.210	the bull	ss	bull%1:05:01::	uncastrated adult male of domestic cattle	n02403325	n
952	WEATHER	358	S01.780	the weather	ss	weather%1:19:00::	"the atmospheric conditions that comprise the state of the atmosphere in terms of temperature and wind and clouds and precipitation; ""they were hoping for good weather""; ""every day we have weather conditions and yesterday was no exception""; ""the conditions were too rainy for playing in the snow"""	n11524662	n
969	CIGARETTE	359	S23.5900	the cigarette	ss	cigarette%1:06:00::	finely ground tobacco wrapped in paper; for smoking	n03030663	n
105	MATTRESS	360	S23.5300	the mattress	ss	mattress%1:06:00::	a large thick pad filled with resilient material and often incorporating coiled springs, used as a bed or part of a bed	n03731164	n
809	TROUSERS	361	S06.480	the trousers	ss	trouser%1:06:00::	"(usually in the plural) a garment extending from the waist to the knee or ankle, covering each leg separately; ""he had a sharp crease in his trousers"""	n04489008	n
1743	JOIN	362	S12.220	to join	ss	join%2:35:01::	"cause to become joined or linked; ""join these two parts so that they fit together"""	v01295275	v
1121	SECRET	363	S17.360	secret	ss	secret%5:00:00:concealed:00	"not open or public; kept private or not revealed; ""a secret formula""; ""secret ingredients""; ""secret talks"""	a02090069	a
1269	NO	364	S17.560	no	ss	no%4:02:00::	"used to express refusal or denial or disagreement etc or especially to emphasize a negative statement; ""no, you are wrong"""	r00024356	r
861	JUDGE	365	S21.180	the judge	ss	judge%1:18:00::	a public official authorized to decide questions brought before a court of justice	n10225219	n
966	BRAKE	366	S23.1800	to brake	ss	brake%2:38:00::	"cause to stop by applying the brakes; ""brake the car before you go into a curve"""	v01863593	v
70	BRACKISH	367	S15.390	brackish	ss	brackish%5:00:00:salty:00	"slightly salty (especially from containing a mixture of seawater and fresh water); ""a brackish lagoon""; ""the briny deep"""	a01074062	a
911	TEMPLE	368	S22.130	the temple	ss	temple%1:06:00::	place of worship consisting of an edifice for the worship of a deity	n04407435	n
		369	S10.210	to rise	ss	rise%2:38:00::	"move upward; ""The fog lifted""; ""The smoke arose from the forest fire""; ""The mist uprose from the meadows"""	v01968569	v
621	IRON	370	S09.670	the iron	ss	iron%1:27:00::	a heavy ductile magnetic metallic element; is silver-white in pure form but readily rusts; used in construction and tools and armament; plays a role in the transport of oxygen by the blood	n14642417	n
136	HERE	371	S24.0900	here	ss	here%4:02:00::	"in or at this place; where the speaker or writer is; ""I work here""; ""turn here""; ""radio waves received here on Earth"""	r00108479	r
1216	MOTHER	372	S02.360	the mother	ss	mother%1:18:00::	"a woman who has given birth to a child (also used as a term of address to your mother); ""the mother of three children"""	n10332385	n
289	MOLD	373	S09.720	to mould/mold	ui	mold%2:36:00::	"form by pouring (e.g., wax or hot metal) into a cast or mold; ""cast a bronze sculpture"""	v01662771	v
1998	COMMAND	374	S19.450	to command or order	ui	order%2:32:01::	"give instructions to or direct somebody to do something with authority; ""I said to him to go home""; ""She ordered him to do the shopping""; ""The mother told the child to get dressed"""	v00746718	v
1877	EAST	375	S12.450	the east	ss	east%1:24:00::	the cardinal compass point that is at 90 degrees	n13832355	n
1396	SHARP	376	S15.780	sharp	ss	sharp%3:00:00::	"having or made by a thin edge or sharp point; suitable for cutting or piercing; ""a sharp knife""; ""a pencil with a sharp point"""	a00800826	a
1884	HARD	377	S15.740	hard	ss	hard%3:00:01::	resisting weight or pressure	a01150915	a
1171	MIRROR	378	S06.960	the mirror	ss	mirror%1:06:00::	polished surface that forms images by reflecting light	n03773035	n
279	THATCH	379	S07.520	the thatch	ss	thatch%1:27:00::	plant stalks used as roofing material	n15069712	n
1267	NARROW	380	S12.620	narrow	ss	narrow%3:00:00::	"not wide; ""a narrow bridge""; ""a narrow line across the page"""	a02561888	a
1612	LETTER	381	S23.4200	the letter	ss	letter%1:10:00::	"a written message addressed to a person or organization; ""mailed an indignant letter to the editor"""	n06624161	n
1241	SOME	382	S13.181	some	ss	some%3:00:00::	"quantifier; used with either mass nouns or plural count nouns to indicate an unspecified number or quantity; ""have some milk""; ""some roses were still blooming""; ""having some friends over""; ""some apples""; ""some paper"""	a02267308	a
1700	SATURDAY	383	S14.680	Saturday	ss	saturday%1:28:00::	the seventh and last day of the week; observed as the Sabbath by Jews and some Christians	n15164570	n
1585	SLEEP	384	S04.610	to sleep	ss	sleep%2:29:00::	be asleep	v00014742	v
1258	FINGERNAIL	385	S04.344	the fingernail	ss	fingernail%1:08:00::	the nail at the end of a finger	n05584265	n
1550	PREVENT	386	S19.590	to prevent	ss	prevent%2:41:00::	"stop (someone or something) from doing something or being in a certain state; ""We must prevent the cancer from spreading""; ""His snoring kept me from falling asleep""; ""Keep the child from eating the marbles"""	v02450505	v
304	PREACH	387	S22.220	to preach	ss	preach%2:32:02::	"deliver a sermon; ""The minister is not preaching this Sunday"""	v00828003	v
482	NOBLE	388	S19.360	the noble	ss	noble%1:18:00::	a titled peer of the realm	n10271677	n
1104	NURSE	389	S23.2100	the nurse	ss	nurse%1:18:00::	one skilled in caring for young children or the sick (usually under the supervision of a physician)	n10366966	n
1682	GUILTY	390	S21.350	guilty	ss	guilty%3:00:00::	"responsible for or chargeable with a reprehensible act; ""guilty of murder""; ""the guilty person""; ""secret guilty deeds"""	a01320988	a
1125	BALD	391	S04.930	bald	ss	bald%5:00:00:hairless:00	"lacking hair on all or most of the scalp; ""a bald pate""; ""a bald-headed gentleman"""	a00210848	a
665	BEE	392	S03.820	the bee	ss	bee%1:05:00::	any of numerous hairy-bodied insects including social and solitary species	n02206856	n
1383	GRANDFATHER	393	S02.460	the grandfather	ss	grandfather%1:18:00::	the father of your father or mother	n10142391	n
1923	ROUGH	394	S15.760	rough(1)	ss	rough%3:00:00::	"having or caused by an irregular surface; ""trees with rough bark""; ""rough ground""; ""rough skin""; ""rough blankets""; ""his unsmooth face"""	a02238462	a
365	SPLASH	395	S10.352	to splash	ss	splash%2:35:01::	"cause (a liquid) to spatter about, especially with force; ""She splashed the water around her"""	v01374767	v
33	NETTLE	396	S08.970	the nettle	ss	nettle%1:20:00::	any of numerous plants having stinging hairs that cause skin irritation on contact (especially of the genus Urtica or family Urticaceae)	n12392070	n
221	FIRE	397	S01.810	the fire	ss	fire%1:22:00::	"the process of combustion of inflammable materials producing heat and light and (often) smoke; ""fire was one of our ancestors' first discoveries"""	n13480848	n
1181	PALM TREE	398	S08.810	the palm tree	ss	palm_tree%1:20:00::	any plant of the family Palmae having an unbranched trunk crowned by large pinnate or palmate leaves	n12582231	n
116	LARCH	399	S08.9910	the larch	ss	larch%1:20:00::	any of numerous conifers of the genus Larix all having deciduous needlelike leaves	n11618861	n
1116	DAMAGE	400	S11.2900	to damage	ss	damage%2:30:00::	"inflict damage upon; ""The snow damaged the roof""; ""She damaged the car when she hit the tree"""	v00258857	v
1939	SWEAR	401	S21.240	to swear	ss	swear%2:32:02::	promise solemnly; take an oath	v00889947	v
1366	BOY	402	S02.250	the boy	ss	boy%1:18:00::	"a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"""	n10285313	n
1294	ZERO	403	S13.0000	zero	ss	zero%5:00:00:cardinal:00	"indicating the absence of any or all units under consideration; ""a zero score"""	a02186132	a
877	MASON	404	S07.610	the mason	ss	mason%1:18:00::	a craftsman who works with stone or brick	n10297531	n
1368	BREAD	405	S05.510	the bread	ss	bread%1:13:00::	food made from dough of flour or meal and usually raised with yeast or baking powder and then baked	n07679356	n
707	REMEMBER	406	S17.310	to remember	ss	remember%2:31:00::	"recall knowledge from memory; have a recollection; ""I can't remember saying any such thing""; ""I can't think what her last name was""; ""can you remember her phone number?""; ""Do you remember that he once loved you?""; ""call up memories"""	v00607780	v
1529	LAST (FINAL)	407	S13.350	last	ss	last%3:00:00::	"coming after all others in time or space or degree or being the only one remaining; ""the last time I saw Paris""; ""the last day of the month""; ""had the last word""; ""waited until the last minute""; ""he raised his voice in a last supreme call""; ""the last game of the season""; ""down to his last nickel"""	a01013279	a
280	RIDGEPOLE	408	S07.530	the ridgepole	ss	ridgepole%1:06:00::	a beam laid along the edge where two sloping sides of a roof meet at the top; provides an attachment for the upper ends of rafters	n04089152	n
1769	AXLE	409	S10.770	the axle	ss	axle%1:06:00::	a shaft on which a wheel rotates	n02764779	n
723	PLACE (POSITION)	410	S12.110	the place	ss	place%1:15:05::	"the particular portion of space occupied by something; ""he put the lamp back in its place"""	n08621598	n
1513	THINK (BELIEVE)	411	S17.140	to think(2)	ui	think%2:31:03::	"expect, believe, or suppose; ""I imagine she earned a lot of money with her new novel""; ""I thought to find her in a bad state""; ""he didn't think to find her in the kitchen""; ""I guess she is angry at me for standing her up"""	v00631737	v
610	PORT	412	S10.910	the port	ss	port%1:15:00::	a place (seaport or airport) where people and merchandise can enter or leave a country	n08633957	n
36	PUBIC HAIR	413	S04.145	the pubic hair	ss	pubic_hair%1:08:00::	hair growing in the pubic area	n05263587	n
988	ACQUIT	414	S21.340	to acquit	ss	acquit%2:32:00::	"pronounce not guilty of criminal charges; ""The suspect was cleared of the murder charges"""	v00904046	v
42	STINKING	415	S15.260	stinking	ss	stinking%5:00:00:malodorous:00	"offensively malodorous; ""a foul odor""; ""the kitchen smelled really funky"""	a01053634	a
803	ANKLE	416	S04.371	the ankle	ss	ankle%1:08:00::	a gliding joint between the distal ends of the tibia and fibula and the proximal end of the talus	n05578442	n
1414	SQUEEZE	417	S09.343	to squeeze	ss	squeeze%2:35:00::	"press firmly; ""He squeezed my hand"""	v01447868	v
1579	BE	418	S24.0100	to be	ui	be%2:42:05::	"occupy a certain position or area; be somewhere; ""Where is my umbrella?"" ""The toolshed is in the back""; ""What is behind this behavior?"""	v02655135	v
1226	YEAR	419	S14.730	the year	ss	year%1:28:01::	"a period of time containing 365 (or 366) days; ""she is 4 years old""; ""in the year 1920"""	n15203791	n
146	SUGAR CANE	420	S08.941	the sugar cane	ss	sugar_cane%1:20:02::	juicy canes whose sap is a source of molasses and commercial sugar; fresh canes are sometimes chewed for the juice	n12132754	n
1416	SIT	421	S12.130	to sit	ui	sit%2:38:00::	take a seat	v01984902	v
585	BOOT	422	S06.520	the boot	ss	boot%1:06:00::	footwear that covers the whole foot and lower leg	n02872752	n
215	LIE DOWN	423	S12.140	to lie down	ss	lie_down%2:38:00::	"assume a reclining position; ""lie down on the bed until you feel better"""	v01985029	v
129	CHOKE	424	S05.190	to choke	ss	choke%2:29:04::	constrict (someone's) throat and keep from breathing	v00077950	v
978	WAVE	425	S01.350	the wave	ss	wave%1:11:01::	one of a series of ridges that moves across the surface of a liquid (especially across a large body of water)	n07352190	n
2017	MIX	426	S05.490	to stir or to mix	ui	mix%2:30:01::	"add as an additional element or part; ""mix water into the drink"""	v00184117	v
2146	ROAST OR FRY	427	S05.230	to roast or fry	ui	fry%2:30:00::	"cook on a hot surface using fat; ""fry the pancakes"""	v00325328	v
93	DRAW MILK	428	S05.870	to milk	ss	milk%2:30:00::	"take milk from female mammals; ""Cows need to be milked every morning"""	v00194170	v
1010	BOUNDARY	429	S19.170	the boundary	ss	boundary%1:25:00::	a line determining the limits of an area	n13903079	n
679	BRIGHT	430	S15.570	bright	ss	bright%3:00:00::	"having lots of light either natural or artificial; ""the room was bright and airy""; ""a stage bright with spotlights"""	a00278551	a
1203	LONG	431	S12.570	long	ss	long%3:00:01::	"primarily spatial sense; of relatively great or greater than average spatial extension or extension as specified; ""a long road""; ""a long distance""; ""contained many long words""; ""ten miles long"""	a01433493	a
1286	HOT	432	S15.850	hot	ss	hot%3:00:01::	"used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning; ""hot stove""; ""hot water""; ""a hot August day""; ""a hot stuffy room""; ""she's hot and tired""; ""a hot forehead"""	a01247240	a
1132	BEAM	433	S07.550	the beam	ss	beam%1:06:00::	long thick piece of wood or metal or concrete, etc., used in construction	n02815950	n
1275	ANSWER	434	S18.320	to answer	ss	answer%2:32:00::	"react verbally; ""She didn't want to answer""; ""answer the question""; ""We answered that we would accept the invitation"""	v00815686	v
1656	NEVER	435	S14.340	never	ss	never%4:02:00::	"not ever; at no time in the past or future; ""I have never been to China""; ""I shall never forget this day""; ""had never seen a circus""; ""never on Sunday""; ""I will never marry you!"""	r00020759	r
326	CLOAK	436	S06.410	the cloak	ss	cloak%1:06:00::	a loose outer garment	n03045337	n
1989	CALF	437	S03.240	the calf	ss	calf%1:05:00::	young of domestic cattle	n01887896	n
2475	MALE GOAT	438	S03.370	the he-goat	ss	he-goat%1:05:00::	male goat	n02416880	n
232	FLEA	439	S03.813	the flea	ss	flea%1:05:00::	any wingless bloodsucking parasitic insect noted for ability to leap	n02186153	n
618	PRECIPICE	440	S01.222	the cliff or precipice	ui	precipice%1:17:00::	a very steep cliff	n09398677	n
68	TATTOO	441	S06.790	the tattoo	ss	tattoo%1:06:00::	a design on the skin made by tattooing	n04395651	n
1613	COLOR	442	S15.610	the colour/color	ui	color%1:07:00::	"a visual attribute of things that results from the light they emit or transmit or reflect; ""a white color is made up of many different wavelengths of light"""	n04956594	n
151	RAZOR	443	S06.930	the razor	ss	razor%1:06:00::	edge tool used in shaving	n04057047	n
1902	BETRAY	444	S17.441	to betray	ss	betray%2:37:00::	"disappoint, prove undependable to; abandon, forsake; ""His sense of smell failed him this time""; ""His strength finally failed him""; ""His children failed him in the crisis"""	v01799235	v
1888	PAIR	445	S13.370	the pair	ss	pair%1:14:01::	a set of two similar things considered as a unit	n07985223	n
1783	PAIN	446	S16.310	the pain	ss	pain%1:09:00::	"a somatic sensation of acute discomfort; ""as the intensity increased the sensation changed from tickle to pain"""	n05724694	n
1510	CHIN	447	S04.209	the chin	ss	chin%1:08:00::	the protruding part of the lower jaw	n05599617	n
2263	MALE (OF ANIMAL)	448	S03.120	male(2)	ss	male%3:00:00::	"being the sex (of plant or animal) that produces gametes (spermatozoa) that perform the fertilizing function in generation; ""a male infant""; ""a male holly tree"""	a01476685	a
526	HOWL	449	S18.190	to howl	ss	howl%2:32:03::	"cry loudly, as of animals; ""The coyotes were howling in the desert"""	v01047381	v
1931	BEESWAX	450	S03.821	the beeswax	ss	beeswax%1:27:00::	a yellow to brown wax secreted by honeybees to build honeycombs	n15094824	n
962	WOMAN	451	S02.220	the woman	ss	woman%1:18:00::	"an adult female person (as opposed to a man); ""the woman kept house while the man hunted"""	n10787470	n
837	BLUE	452	S15.670	blue	ss	blue%5:00:00:chromatic:00	"of the color intermediate between green and violet; having a color similar to that of a clear unclouded sky; ""October's bright blue weather""- Helen Hunt Jackson; ""a blue flame""; ""blue haze of tobacco smoke"""	a00370869	a
498	CALF OF LEG	453	S04.352	the calf of the leg	ss	calf%1:08:00::	the muscular back part of the shank	n05574332	n
1058	STEPDAUGHTER	454	S02.740	the stepdaughter	ss	stepdaughter%1:18:00::	a daughter of your spouse by a former marriage	n10654596	n
485	DISAPPEAR	455	S10.491	to disappear	ss	disappear%2:30:00::	"get lost, as without warning or explanation; ""He disappeared without a trace"""	v00426958	v
140	PADDY FIELD	456	S08.1210	the paddy	ss	paddy%1:15:00::	an irrigated or flooded field where rice is grown	n08614229	n
661	RELIGION	457	S22.110	the religion	ss	religion%1:14:00::	"an institution to express belief in a divine power; ""he was raised in the Baptist religion""; ""a member of his own faith contradicted him"""	n08081668	n
1061	ARMOUR	458	S20.310	the armour	ss	armour%1:06:00::	protective covering made of metal and used in combat	n02739668	n
942	HONEY	459	S05.840	the honey	ss	honey%1:13:00::	a sweet yellow liquid produced by bees	n07858978	n
1378	SPOON	460	S05.370	the spoon	ss	spoon%1:06:00::	a piece of cutlery with a shallow bowl-shaped container and a handle; used to stir or serve or take up food	n04284002	n
346	BANYAN	461	S08.850	the banyan	ss	banyan%1:20:00::	East Indian tree that puts out aerial shoots that grow down into the soil forming additional trunks	n12402348	n
1911	DRAW (WATER)	462	S09.9000	to draw water	iu	draw%2:38:00::	"take liquid out of a container or well; ""She drew water from the barrel"""	v01854132	v
1022	BOOTY	463	S20.480	the booty	ss	booty%1:21:00::	goods or money obtained illegally	n13262663	n
1598	NORTH	464	S12.470	the north	ss	north%1:24:00::	the cardinal compass point that is at 0 or 360 degrees	n13831176	n
1844	BOAT	465	S10.830	the boat	ss	boat%1:06:00::	a small vessel for travel on water	n02858304	n
863	EDGE	466	S12.353	the edge	ui	edge%1:06:01::	"the outside limit of an object or area or surface; a place farthest away from the center of something; ""the edge of the leaf is wavy""; ""she sat on the edge of the bed""; ""the water's edge"""	n03264542	n
110	MOTOR	467	S23.1850	the motor	ss	motor%1:06:00::	machine that converts other forms of energy into mechanical energy and so imparts motion	n03789946	n
838	REMAINS	468	S12.170	the remains	ui	rest%1:24:00::	"something left after other parts have been taken away; ""there was no remainder""; ""he threw away the rest""; ""he took what he wanted and I got the balance"""	n13810818	n
1789	AGE	469	S14.120	the age	ss	age%1:07:00::	"how long something has existed; ""it was replaced because of its age"""	n04924103	n
1833	DINNER (SUPPER)	470	S05.440	the dinner	ss	dinner%1:13:00::	"the main meal of the day served in the evening or at midday; ""dinner will be at 8""; ""on Sundays they had a large dinner when they returned from church"""	n07575726	n
1910	STINGRAY	471	S03.664	the stingray	ss	stingray%1:05:00::	large venomous ray with large barbed spines near the base of a thin whiplike tail capable of inflicting severe wounds	n01498041	n
1298	NEWSPAPER	472	S23.6000	the newspaper	ss	newspaper%1:10:00::	"a daily or weekly publication on folded sheets; contains news and articles and advertisements; ""he read his newspaper at breakfast"""	n06267145	n
705	GO UP (ASCEND)	473	S10.471	to go up	ss	go_up%2:38:10::	"travel up, ""We ascended the mountain""; ""go up a ladder""; ""The mountaineers slowly ascended the steep slope"""	v01969216	v
662	BATTERY	474	S23.1750	the battery	ss	battery%1:06:00::	a device that produces electricity; may have several primary or secondary cells arranged in parallel or series	n02810471	n
1322	BREAKFAST	475	S05.420	the breakfast	ss	breakfast%1:13:00::	the first meal of the day (usually in the morning)	n07574602	n
792	BOIL (OF LIQUID)	476	S05.220	to boil	ss	boil%2:30:01::	"come to the boiling point and change from a liquid to vapor; ""Water boils at 100 degrees Celsius"""	v00375021	v
2866	DROP (SOMETHING)	477	S10.160	to drop	ss	drop%2:38:01::	"let fall to the ground; ""Don't drop the dishes"""	v01977701	v
581	COME BACK	478	S10.481	to come back	ss	come_back%2:32:00::	"go back to something earlier; ""This harks back to a previous remark of his"""	v00959524	v
3212	HOPE (SOMETHING)	479	S16.630	to hope	ss	hope%2:37:00::	"be optimistic; be full of hope; have hopes; ""I am still hoping that all will turn out well"""	v01811441	v
1504	FLY (INSECT)	480	S03.830	the fly	ss	fly%1:05:00::	two-winged insects characterized by active flight	n02190166	n
1045	POET	481	S18.670	the poet	ss	poet%1:18:00::	a writer of poems (the term is usually reserved for writers of good poetry)	n10444194	n
1646	GIRL	482	S02.260	the girl	ss	girl%1:18:02::	"a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"""	n10084295	n
1905	EAGLE	483	S03.584	the eagle	ss	eagle%1:05:00::	any of various large keen-sighted diurnal birds of prey noted for their broad wings and strong soaring flight	n01613294	n
218	FINE (PENALTY)	484	S21.380	the fine	ss	fine%1:21:00::	money extracted as a penalty	n13301328	n
787	SAIL	485	S10.360	to sail	ss	sail%2:38:00::	"travel on water propelled by wind; ""I love sailing, especially on the open sea""; ""the ship sails on"""	v01945516	v
1339	MORNING	486	S14.440	the morning	ss	morning%1:28:00::	"the time period between dawn and noon; ""I spent the morning running errands"""	n15165289	n
1851	POCKET	487	S06.610	the pocket	ss	pocket%1:06:00::	a small pouch inside a garment for carrying small articles	n03972524	n
1434	STAB	488	S09.223	to stab	ss	stab%2:35:02::	"use a knife on; ""The victim was knifed to death"""	v01231652	v
1360	DUCK	489	S03.570	the duck	ss	duck%1:05:00::	small wild or domesticated web-footed broad-billed swimming bird usually having a depressed body and short legs	n01846331	n
107	OMEN	490	S22.470	the omen	ss	omen%1:11:00::	"a sign of something about to happen; ""he looked for an omen before going into battle"""	n07286368	n
1297	LEG	491	S04.350	the leg	ui	leg%1:08:02::	a structure in animals that is similar to a human leg and used for locomotion	n05561507	n
704	CLEAN	492	S15.870	clean	ss	clean%3:00:01::	"free from dirt or impurities; or having clean habits; ""children with clean shining faces""; ""clean white shirts""; ""clean dishes""; ""a spotlessly clean house""; ""cats are clean animals"""	a00417413	a
1248	EYE	493	S04.210	the eye	ss	eye%1:08:00::	the organ of sight	n05311054	n
1221	NOSE	494	S04.230	the nose	ss	nose%1:08:00::	"the organ of smell and entrance to the respiratory tract; the prominent part of the face of man or other mammals; ""he has a cold in the nose"""	n05598147	n
1173	EYEBROW	495	S04.212	the eyebrow	ss	eyebrow%1:08:00::	the arch of hair above each eye	n05313535	n
650	PETROLEUM	496	S23.1950	the petroleum	ss	petroleum%1:27:00::	a dark oil consisting mainly of hydrocarbons	n14980579	n
1476	CHAIR	497	S07.430	the chair	ss	chair%1:06:00::	"a seat for one person, with a support for the back; ""he put his coat over the back of the chair and sat down"""	n03001627	n
1389	TOE	498	S04.380	the toe	ss	toe%1:08:01::	one of the digits of the foot	n05577410	n
212	FIELD	499	S08.120	the field	ss	field%1:15:00::	"a piece of land cleared of trees and usually enclosed; ""he planted a field of wheat"""	n08569998	n
1977	DEW	500	S01.640	the dew	ss	dew%1:27:00::	"water that has condensed on a cool surface overnight from water vapor in the air; ""in the morning the grass was wet with dew"""	n14834132	n
1870	ANCHOR	501	S10.890	the anchor	ss	anchor%1:06:00::	a mechanical device that prevents a vessel from moving	n02709367	n
605	GRAIN	502	S08.420	the grain	ss	grain%1:20:01::	"a cereal grass; ""wheat is a grain that is grown in Kansas"""	n12141385	n
1178	NOSTRIL	503	S04.231	the nostril	ss	nostril%1:08:00::	either one of the two external openings to the nasal cavity in the nose	n05600109	n
2144	SPRING OR WELL	504	S01.370	the spring or well	ui	well%1:06:00::	a deep hole or shaft dug or drilled to obtain water or oil or gas or brine	n04572344	n
1603	MOSQUE	505	S22.1320	the mosque	ss	mosque%1:06:00::	(Islam) a Muslim place of worship that usually has a minaret	n03788195	n
604	GLASS	506	S09.740	the glass	ss	glass%1:27:00::	a brittle transparent solid with irregular atomic structure	n14881303	n
1273	CANDLE	507	S07.460	the candle	ss	candle%1:06:00::	stick of wax with a wick in the middle	n02948072	n
