CONCEPTICON_ID	CONCEPTICON_GLOSS	NUMBER	IDS_ID	ENGLISH	RELATION	PWN_WORD_SENSE_ID	PWN_DEFINITION	PWN_SYNSET	PWN_POS
1869	BUY	641	S11.810	to buy	ss	buy%2:40:00::	"obtain by purchase; acquire by means of a financial transaction; ""The family purchased a new car""; ""The conglomerate acquired a new company""; ""She buys for the big department store"""	v02207206	v
155	CHOP	642	S09.222	to chop	ss	chop%2:35:01::	"cut into pieces; ""Chop wood""; ""chop meat"""	v01258091	v
213	FIN	643	S03.652	the fin	ss	fin%1:05:00::	organ of locomotion and balance in fishes and some other aquatic animals	n02466132	n
1201	FEATHER	644	S04.393	the feather	ss	feather%1:05:00::	the light horny waterproof structure forming the external covering of birds	n01896031	n
1850	COTTON	645	S06.240	the cotton	ss	cotton%1:06:00::	fabric woven from cotton fibers	n03115180	n
1665	BEAT	646	S09.210	to strike or hit or beat	ui	beat%2:35:00::	"hit repeatedly; ""beat on the door""; ""beat the table with his shoe"""	v01398919	v
2253	DRIP (EMIT LIQUID)	647	S10.240	to drip	ss	drip%2:38:00::	"fall in drops; ""Water is dripping from the faucet"""	v02071142	v
1767	SCRAPE	648	S05.480	to scrape	ss	scrape%2:35:00::	"scratch repeatedly; ""The cat scraped at the armchair"""	v01308160	v
1477	KEEP	649	S11.170	to keep	ss	keep%2:40:00::	"retain possession of; ""Can I keep my old stuffed animals?""; ""She kept her maiden name after she married"""	v02202384	v
1841	SUSPECT	650	S17.440	to suspect	ss	suspect%2:32:00::	"imagine to be the case or true or probable; ""I suspect he is a fugitive""; ""I surmised that the butler did it"""	v00921072	v
636	MILL	651	S05.570	the mill	ss	mill%1:06:00::	machinery that processes materials by grinding or crushing	n03765561	n
159	SWEET POTATO	652	S08.910	the sweet potato	ss	sweet_potato%1:13:00::	the edible tuberous root of the sweet potato vine which is grown widely in warm regions of the United States	n07712063	n
784	SNOW	653	S01.760	the snow	ss	snow%1:19:00::	precipitation falling from clouds in the form of ice crystals	n11508382	n
167	MAIL	654	S23.4000	the post/mail	ui	mail%1:10:00::	"the system whereby messages are transmitted via the post office; ""the mail handles billions of items every day""; ""he works for the United States mail service""; ""in England they call mail `the post'"""	n06264398	n
1584	BLISTER	655	S04.855	the blister	ss	blister%1:08:00::	(pathology) an elevation of the skin filled with serous fluid	n05517837	n
13	DECEIT	656	S16.680	the deceit	ss	deceit%1:04:00::	the act of deceiving	n00752431	n
634	MEAT	657	S05.610	the meat	ss	meat%1:13:01::	the flesh of animals (including fishes and birds and snails) used as food	n07649854	n
1846	RULE	658	S19.310	to rule or govern	ui	govern%2:41:00::	"exercise authority over; as of nations; ""Who is governing the country now?"""	v02586619	v
1940	GUARD	659	S20.471	the guard	ss	guard%1:18:03::	a person who keeps watch over something or someone	n10150071	n
745	SHELF	660	S07.470	the shelf	ss	shelf%1:06:00::	a support that consists of a horizontal surface for holding objects	n04190052	n
1463	DRUNK	661	S04.980	drunk	ss	drunk%3:00:00::	"stupefied or excited by a chemical substance (especially alcohol); ""a noisy crowd of intoxicated sailors""; ""helplessly inebriated"""	a00797299	a
1823	BORROW	662	S11.620	to borrow	ss	borrow%2:40:00::	"get temporarily; ""May I borrow your lawn mower?"""	v02324026	v
2137	MAGICIAN	663	S22.430	the sorcerer or witch	ui	witch%1:18:00::	a female sorcerer or magician	n10055297	n
480	PLATE	664	S05.320	the plate	ss	plate%1:06:00::	dish on which food is served or from which food is eaten	n03959485	n
1674	POOR	665	S11.520	poor	ss	poor%3:00:00::	"having little money or few possessions; ""deplored the gap between rich and poor countries""; ""the proverbial poor artist living in a garret"""	a02022953	a
715	SHOUT	666	S18.130	to shout	ss	shout%2:32:08::	"utter aloud; often with surprise, horror, or joy; ""`I won!' he exclaimed""; ""`Help!' she cried""; ""`I'm here,' the mother shouted when she saw her child looking lost"""	v00912048	v
406	OLD MAN	667	S02.461	the old man	ss	old_man%1:18:02::	a man who is very old	n10375506	n
1681	WAIST	668	S04.462	the waist	ss	waist%1:08:00::	the narrowing of the body between the ribs and hips	n05555688	n
257	WORSHIP	669	S22.160	to worship	ss	worship%2:37:01::	"show devotion to (a deity); ""Many Hindus worship Shiva"""	v01778990	v
208	NASAL MUCUS (SNOT)	670	S04.232	the nasal mucus	ss	snot%1:08:00::	nasal mucus	n05416048	n
758	HERON	671	S03.583	the heron	ss	heron%1:05:00::	grey or white wading bird with long neck and long legs and (usually) long bill	n02008041	n
112	TURTLE	672	S03.980	the turtle	ss	turtle%1:05:00::	any of various aquatic and land reptiles having a bony shell and flipper-like limbs for swimming	n01662784	n
1627	CHAIN	673	S09.180	the chain	ss	chain%1:06:00::	a series of (usually metal) rings or links fitted into one another to make a flexible ligament	n02999410	n
250	LIGHT (COLOR)	674	S15.620	light(2)	ui	light%3:00:06::	"characterized by or emitting light; ""a room that is light when the shutters are open""; ""the inside of the house was airy and light"""	a00269989	a
956	FLEE	675	S10.510	to flee	ss	flee%2:38:00::	"run away quickly; ""He threw down his gun and fled"""	v02075462	v
320	LAME	676	S04.940	lame	ss	lame%5:00:01:unfit:01	"disabled in the feet or legs; ""a crippled soldier""; ""a game leg"""	a01018788	a
505	PARENTS	677	S02.370	the parents	ss	parent%1:18:00::	a father or mother; one who begets or one who gives birth to or nurtures and raises a child; a relative who pl	n10399491	n
386	BATTLE-AXE	678	S20.222	the battle-axe	ss	battle-axe%1:06:00::	a broadax used as a weapon	n02811468	n
1819	LOOK	679	S15.520	to look	ss	look%2:39:00::	"perceive with attention; direct one's gaze towards; ""She looked over the expanse of land""; ""Look at your child!""; ""Look--a deer in the backyard!"""	v02130524	v
1595	SOUTH	680	S12.480	the south	ss	south%1:24:00::	the cardinal compass point that is at 180 degrees	n13833375	n
674	MOUTH	681	S04.240	the mouth	ss	mouth%1:08:01::	"the opening through which food is taken in and vocalizations emerge; ""he stuffed his mouth with candy"""	n05302499	n
11	DARKNESS	682	S01.620	the darkness	ss	darkness%1:26:00::	absence of light or illumination	n13983515	n
907	OLD WOMAN	683	S02.471	the old woman	ss	old_woman%1:18:00::	a woman who is old	n10377021	n
1217	FATHER	684	S02.350	the father	ss	father%1:18:00::	"a male parent (also used as a term of address to your father); ""his father was born in Atlanta"""	n10080869	n
1458	SAY	685	S18.220	to say	ui	say%2:32:01::	"report or maintain; ""He alleged that he was the victim of a crime""; ""He said it was too late to intervene in the war""; ""The registrar says that I owe the school money"""	v01016002	v
2007	BOLT (OF LIGHTNING)	686	S01.570	the bolt of lightning	ss	bolt_of_lightning%1:19:00::	a discharge of lightning accompanied by thunder	n11519121	n
1361	TOOL	687	S09.422	the tool	ss	tool%1:04:00::	"the means whereby some act is accomplished; ""my greed was the instrument of my destruction""; ""science has given us new tools to fight disease"""	n00173761	n
322	FIG	688	S05.750	the fig	ss	fig%1:13:00::	fleshy sweet pear-shaped yellowish or purple multiple fruit eaten fresh or preserved or dried	n07753113	n
1666	MUTE	689	S04.960	mute	ss	mute%5:00:01:inarticulate:00	unable to speak because of hereditary deafness	a00151855	a
225	PESTLE	690	S05.590	the pestle	ss	pestle%1:06:00::	a club-shaped hand tool for grinding and mixing substances in a mortar	n03919289	n
717	SWEET	691	S15.350	sweet	ss	sweet%3:00:02::	having or denoting the characteristic taste of sugar	a02368336	a
43	LEAD (GUIDE)	692	S10.640	to lead	ss	lead%2:38:01::	"take somebody somewhere; ""We lead him to our chief""; ""can you take me to the main entrance?""; ""He conducted us to the palace"""	v01999798	v
781	FEAR (FRIGHT)	693	S16.530	the fear	ss	fear%1:12:00::	an emotion experienced in anticipation of some specific pain or danger (usually accompanied by a desire to flee or fight)	n07519253	n
67	EMBERS	694	S01.841	the embers	ss	ember%1:17:00::	a hot fragment of wood or coal that is left from a fire and is glowing or smoldering	n09273130	n
613	HIGH TIDE	695	S01.354	the high tide	ss	high_tide%1:11:00::	the tide when the water is highest	n07401960	n
1731	MORTAR BINDER	696	S07.630	the mortar(2)	ss	mortar%1:27:00::	used as a bond in masonry or for covering a wall	n14955889	n
1611	INVITE	697	S19.5650	to invite	ss	invite%2:41:00::	"invite someone to one's house; ""Can I invite you for dinner on Sunday night?"""	v02384686	v
1315	RADIO	698	S23.1000	the radio	ss	radio%1:06:01::	an electronic receiver that detects and demodulates and amplifies transmitted signals	n04043733	n
1338	PEACE	699	S20.140	the peace	ss	peace%1:26:00::	the state prevailing during the absence of war	n13970236	n
1916	GILL	700	S03.654	the gill	ss	gill%1:05:00::	respiratory organ of aquatic animals that breathe oxygen dissolved in water	n02510769	n
1572	SURPRISED	701	S16.150	surprised or astonished	ui	astonished%5:00:00:surprised:00	"filled with the emotional impact of overwhelming surprise or shock; ""an amazed audience gave the magician a standing ovation""; ""I stood enthralled, astonished by the vastness and majesty of the cathedral""; ""astounded viewers wept at the pictures from the Oklahoma City bombing""; ""stood in stunned silence""; ""stunned scientists found not one but at least three viruses"""	a02357810	a
1565	HEAVEN	702	S22.310	the heaven	ss	heaven%1:09:00::	the abode of God and the angels	n05627785	n
1388	SHADE	703	S01.630	the shade or shadow	ui	shadow%1:26:01::	shade within clear boundaries	n13984944	n
1621	SNEEZE	704	S04.540	to sneeze	ss	sneeze%2:29:00::	"exhale spasmodically, as when an irritant entered one's nose; ""Pepper makes me sneeze"""	v00004819	v
337	PITCHFORK	705	S08.260	the fork(2)/pitchfork	ui	pitchfork%1:06:00::	a long-handled hand tool with sharp widely spaced prongs for lifting and pitching hay	n03950359	n
60	OAT	706	S08.460	the oats	ss	oat%1:20:00::	annual grass of Europe and North Africa; grains used as food and fodder (referred to primarily in the plural: `oats')	n12109827	n
377	LOUD	707	S15.450	loud	ui	loud%4:02:00::	"with relatively high volume; ""the band played loudly""; ""she spoke loudly and angrily""; ""he spoke loud enough for those at the back of the room to hear him""; ""cried aloud for help"""	r00069901	r
1913	PRESS	708	S09.342	to press	ss	press%2:35:00::	"exert pressure or force to or upon; ""He pressed down on the boards""; ""press your thumb on this spot"""	v01447257	v
633	MARKET	709	S11.850	the market	ss	market%1:06:01::	an area in a town where a public mercantile establishment is set up	n03722288	n
702	CATCH	710	S10.252	to catch	ss	catch%2:35:00::	"take hold of so as to seize or restrain or stop the motion of; ""Catch the ball!""; ""Grab the elevator door!"""	v01439190	v
1559	MONEY	711	S11.430	the money	ss	money%1:21:00::	"the most common medium of exchange; functions as legal tender; ""we tried to collect the money he owed us"""	n13384557	n
737	LIGHT (IGNITE)	712	S01.860	to light	ss	light%2:43:00::	"cause to start burning; subject to fire or great heat; ""Great heat can ignite almost any dry matter""; ""Light a cigarette"""	v02759614	v
1538	SCORPION	713	S03.815	the scorpion	ss	scorpion%1:05:00::	arachnid of warm dry regions having a long segmented tail ending in a venomous stinger	n01770393	n
1174	YESTERDAY	714	S14.490	yesterday	ss	yesterday%4:02:00::	"on the day preceding today; ""yesterday the weather was beautiful"""	r00507716	r
163	BLACK	715	S15.650	black	ss	black%3:00:01::	"being of the achromatic color of maximum darkness; having little or no hue owing to absorption of almost all incident light; ""black leather jackets""; ""as black as coal""; ""rich black soil"""	a00392812	a
2262	FEMALE (OF ANIMAL)	716	S03.130	female(2)	ss	female%3:00:00::	"being the sex (of plant or animal) that produces fertilizable gametes (ova) from which offspring develop; ""a female heir""; ""female holly trees bear the berries"""	a01477806	a
1420	COUNT	717	S13.107	to count	ss	count%2:32:00::	"determine the number or amount of; ""Can you count the books on your shelf?""; ""Count your change"""	v00948071	v
806	BLANKET	718	S07.422	the blanket	ss	blanket%1:06:00::	"bedding that keeps a person warm in bed; ""he pulled the covers over his head and went to sleep"""	n02849154	n
1222	PENIS	719	S04.492	the penis	ss	penis%1:08:00::	the male organ of copulation (`member' is a euphemism)	n05526384	n
1457	SEW	720	S06.350	to sew	ss	sew%2:35:00::	fasten by sewing; do needlework	v01329239	v
708	SHINE	721	S15.560	to shine	ss	shine%2:43:00::	"emit light; be bright, as of the sun or a light; ""The sun shone bright that day""; ""The fire beamed on their faces"""	v02763740	v
82	ANGER	722	S16.420	the anger	ss	anger%1:26:00::	the state of being angry	n14036539	n
1677	WORKSHOP	723	S23.5800	the workshop	ss	workshop%1:06:00::	small workplace where handcrafts or manufacturing are done	n04603081	n
1890	BELIEVE	724	S17.150	to believe	ss	believe%2:31:00::	"accept as true; take to be true; ""I believed his report""; ""We didn't believe his stories from the War""; ""She believes in spirits"""	v00683280	v
18	EARLOBE	725	S04.221	the earlobe	ss	earlobe%1:08:00::	the fleshy pendulous part of the external human ear	n05323588	n
1444	TURN AROUND	726	S10.130	to turn around	ss	turn_around%2:38:00::	"turn abruptly and face the other way, either physically or metaphorically; ""He turned around to face his opponent""; ""My conscience told me to turn around before I made a mistake"""	v01878949	v
1327	UNCLE	727	S02.510	the uncle	ss	uncle%1:18:00::	the brother of your father or mother; the husband of your aunt	n10736091	n
1893	QUAIL	728	S03.8650	the quail	ss	quail%1:05:01::	small gallinaceous game birds	n01806567	n
1233	NIGHT	729	S14.420	the night	ss	night%1:28:00::	the time after sunset and before sunrise while it is dark outside	n15167027	n
980	HEEL	730	S04.372	the heel	ss	heel%1:08:00::	the back part of the human foot	n05578095	n
1155	CAVE	731	S01.280	the cave	ss	cave%1:17:00::	a geological formation consisting of an underground enclosure with access from the surface of the ground or from the sea	n09238926	n
931	MILLET	732	S08.9110	the millet or sorghum	ui	sorghum%1:20:00::	economically important Old World tropical cereal grass	n12137120	n
711	TALL	733	S12.580	tall	ss	tall%3:00:00::	"great in vertical dimension; high in stature; ""tall people""; ""tall buildings""; ""tall trees""; ""tall ships"""	a02385102	a
98	ALL	734	S13.140	all	ss	all%3:00:00::	"quantifier; used with either mass or count nouns to indicate the whole number or amount of or every one of a class; ""we sat up all night""; ""ate all the food""; ""all men are mortal""; ""all parties are welcome"""	a02269286	a
1102	CLIMB	735	S10.472	to climb	ss	climb%2:38:00::	"go upward with gradual or continuous progress; ""Did you ever climb up the hill behind your house?"""	v01921964	v
914	SCULPTOR	736	S09.820	the sculptor	ss	sculptor%1:18:00::	an artist who creates sculptures	n10566072	n
287	CONE	737	S08.9960	the cone	ss	cone%1:20:00::	cone-shaped mass of ovule- or spore-bearing scales or bracts	n11682842	n
379	BLUNT	738	S15.790	blunt	ss	blunt%5:00:00:dull:01	"used of a knife or other blade; not sharp; ""a blunt instrument"""	a00800464	a
2022	ADMIT	739	S18.330	to admit	ss	admit%2:32:00::	"declare to be true or admit the existence or reality or truth of; ""He admitted his errors""; ""She acknowledged that she might have forgotten"""	v00817311	v
1961	NECKLACE	740	S06.750	the necklace	ss	necklace%1:06:00::	jewelry consisting of a cord or chain (often bearing gems) worn about the neck as an ornament (especially by women)	n03814906	n
1176	SPADE	741	S08.230	the spade	ss	spade%1:06:00::	a sturdy hand shovel that can be pushed into the earth with the foot	n04266486	n
302	CLAN	742	S19.230	the clan	ss	clan%1:14:00::	group of people related by blood or marriage	n07969695	n
1881	ENOUGH	743	S13.180	enough	ui	enough%4:02:00::	"as much as necessary; ""Have I eaten enough?""; (`plenty' is nonstandard) ""I've had plenty, thanks"""	r00145713	r
224	MORTAR	744	S05.580	the mortar(1)	ss	mortar%1:06:01::	a bowl-shaped vessel in which substances can be ground and mixed with a pestle	n03786901	n
1860	BEAD	745	S06.760	the bead	ss	bead%1:06:00::	a small ball with a hole through the middle	n02815071	n
731	BEVERAGE	746	S05.900	the drink	ss	drink%1:13:00::	"any liquid suitable for drinking; ""may I take your beverage order?"""	n07881800	n
629	LEATHER	747	S06.290	the leather	ss	leather%1:27:00::	an animal skin made smooth and flexible by removing the hair and then tanning	n14759722	n
367	RIDE	748	S10.660	to ride	ss	ride%2:38:01::	"sit and travel on the back of animal, usually while controlling its motions; ""She never sat a horse!""; ""Did you ever ride a camel?""; ""The girl liked to drive the young mare"""	v01957529	v
345	SAP	749	S08.760	the sap	ss	sap%1:27:00::	a watery solution of sugars, salts, and minerals that circulates through the vascular system of a plant	n15038127	n
827	ROLL	750	S10.150	to roll	ss	roll%2:38:11::	"cause to move by turning over or in a circular manner of as if on an axis; ""She rolled the ball""; ""They rolled their eyes at his words"""	v01866610	v
858	STORM	751	S01.580	the storm	ss	storm%1:19:00::	a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning	n11462526	n
332	RAG	752	S06.810	the handkerchief or rag	ui	rag%1:06:00::	a small piece of cloth or paper	n04045941	n
1277	HAND	753	S04.330	the hand	ss	hand%1:08:00::	"the (prehensile) extremity of the superior limb; ""he had the hands of a surgeon""; ""he extended his mitt"""	n05564590	n
101	BOAST	754	S18.450	to boast	ss	boast%2:32:00::	show off	v00883226	v
247	TAN	755	S07.6700	to tan	ss	tan%2:30:00::	treat skins and hides with tannic acid so as to convert them into leather	v00511430	v
1981	WIDOWER	756	S02.770	the widower	ss	widower%1:18:00::	a man whose wife is dead especially one who has not remarried	n10780506	n
1639	BEER	757	S05.930	the beer	ss	beer%1:13:00::	a general name for alcoholic beverages made by fermenting a cereal (or mixture of cereals) flavored with hops	n07886849	n
1855	BIRCH	758	S08.630	the birch	ss	birch%1:20:00::	any betulaceous tree or shrub of the genus Betula having a thin peeling bark	n12281241	n
938	MARE	759	S03.440	the mare	ss	mare%1:05:00::	female equine animal	n02377480	n
1867	COIN	760	S11.440	the coin	ss	coin%1:21:02::	a flat metal piece (usually a disc) used as money	n13388245	n
1246	SMALL	761	S12.560	small	ss	small%3:00:00::	"limited or below average in number or quantity or magnitude or extent; ""a little dining room""; ""a little house""; ""a small car""; ""a little (or small) group"""	a01391351	a
820	LAMB	762	S03.290	the lamb	ss	lamb%1:05:00::	young sheep	n02412440	n
1673	ARM	763	S04.310	the arm	ss	arm%1:08:00::	a human limb; technically the part of the superior limb between the shoulder and the elbow but commonly used to refer to the whole superior limb	n05563770	n
193	SHALLOW	764	S12.680	shallow	ss	shallow%3:00:01::	"lacking physical depth; having little spatial extension downward or inward from an outer surface or backward or outward from a center; ""shallow water""; ""a shallow dish""; ""a shallow cut""; ""a shallow closet""; ""established a shallow beachhead""; ""hit the ball to shallow left field"""	a00691696	a
786	SAILCLOTH	765	S10.880	the sail	ss	sail%1:06:00::	a large piece of fabric (usually canvas fabric) by means of which wind is used to propel a sailing vessel	n04127904	n
937	BIRD	766	S03.581	the bird	ss	bird%1:05:00::	warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings	n01503061	n
1922	LAND (DESCEND)	767	S10.920	to land	ss	land%2:38:02::	"arrive on shore; ""The ship landed in Pearl Harbor"""	v01981436	v
881	TAILOR	768	S06.130	the tailor	ss	tailor%1:18:00::	a person whose occupation is making and altering garments	n10689564	n
1449	RUB	769	S09.310	to rub	ss	rub%2:35:00::	"move over something with pressure; ""rub my hands""; ""rub oil into her skin"""	v01249724	v
352	UNTIE	770	S09.161	to untie	ss	untie%2:35:00::	"undo the ties of; ""They untied the prisoner"""	v01284461	v
227	FISH	771	S03.650	the fish	ss	fish%1:05:00::	"any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills; ""the shark is a large fish""; ""in the living room there was a tank of colorful fish"""	n02512053	n
1831	MEET	772	S19.650	to meet	ss	meet%2:38:06::	"meet by design; be present at the arrival of; ""Can you meet me at the train station?"""	v02022804	v
3236	TWIST (TOGETHER)	773	S10.170	to twist	ss	twist%2:30:00::	"form into twists; ""Twist the strips of dough"""	v00143914	v
356	SHEARS	774	S09.240	the scissors or shears	ui	shears%1:06:00::	large scissors with strong blades	n04186848	n
1479	DOLPHIN	775	S03.662	the porpoise or dolphin	ui	dolphin%1:05:00::	any of various small toothed whales with a beaklike snout; larger than porpoises	n02068974	n
1151	VEIL	776	S06.590	the veil	ss	veil%1:06:00::	a garment that covers the head and face	n03502331	n
1033	GRIND	777	S05.560	to crush or to grind	ui	grind%2:30:00::	"reduce to small pieces or particles by pounding or abrading; ""grind the spices in a mortar""; ""mash the garlic"""	v00331082	v
996	DEAF	778	S04.950	deaf	ss	deaf%3:00:00::	lacking or deprived of the sense of hearing wholly or in part	a00681930	a
1126	CITRUS FRUIT	779	S08.830	the citrus fruit	ss	citrus_fruit%1:13:00::	any of numerous fruits of the genus Citrus having thick rind and juicy pulp; grown in warm regions	n07747055	n
230	SWEEP	780	S09.370	to sweep	ss	sweep%2:35:01::	"clean by sweeping; ""Please sweep the floor"""	v01393996	v
1193	STEAM	781	S01.8310	the steam	ss	steam%1:27:00::	water at boiling temperature diffused in the atmosphere	n15055181	n
1848	QUARREL	782	S19.620	the quarrel	ss	quarrel%1:10:00::	"an angry dispute; ""they had a quarrel""; ""they had words"""	n07184149	n
1064	SHIELD	783	S20.340	the shield	ss	shield%1:06:01::	armor carried on the arm to intercept blows	n04192698	n
1928	CEASE	784	S14.280	to cease	ui	cease%2:42:13::	"have an end, in a temporal, spatial, or quantitative sense; either spatial or metaphorical; ""the bronchioles terminate in a capillary bed""; ""Your rights stop where you infringe upon the rights of other""; ""My property ends by the bushes""; ""The symphony ends in a pianissimo"""	v02609764	v
2013	BAIT	785	S20.560	the bait	ss	bait%1:06:00::	something used to lure fish or other animals into danger so they can be trapped or killed	n02776205	n
1632	FLOOR	786	S07.260	the floor	ss	floor%1:06:00::	"the inside lower horizontal surface (as of a room, hallway, tent, or other structure); ""they needed rugs to cover the bare floors""; ""we spread our sleeping bags on the dry floor of the tent"""	n03365592	n
1610	PROSTITUTE	787	S19.720	the prostitute	ss	prostitute%1:18:00::	a woman who engages in sexual intercourse for money	n10485440	n
1047	PURSUE	788	S10.530	to pursue	ss	pursue%2:38:00::	"follow in or as if in pursuit; ""The police car pursued the suspected attacker""; ""Her bad deed followed her and haunted her dreams all her life"""	v02000868	v
729	DAWN	789	S14.430	the dawn	ss	dawn%1:28:00::	"the first light of day; ""we got up before dawn""; ""they talked until morning"""	n15168790	n
1903	SWELLING	790	S04.853	the swelling	ss	swelling%1:26:00::	an abnormal protuberance or localized enlargement	n14315192	n
1744	SPLEEN	791	S04.452	the spleen	ss	spleen%1:08:00::	a large dark-red oval organ on the left side of the body between the stomach and the diaphragm; produces cells involved in immune responses	n05333467	n
1028	YAWN	792	S04.520	to yawn	ss	yawn%2:29:00::	"utter a yawn, as from lack of oxygen or when one is tired; ""The child yawned during the long performance"""	v00007328	v
1508	KING	793	S19.320	the king	ss	king%1:18:00::	a male sovereign; ruler of a kingdom	n10231515	n
1906	SOUR	794	S15.380	sour	ss	sour%3:00:00::	one of the four basic taste sensations; like the taste of vinegar or lemons	a02368787	a
1160	THIEF	795	S21.520	the thief	ss	thief%1:18:00::	a criminal who takes property belonging to someone else with the intention of keeping it or selling it	n10707804	n
576	DANDRUFF	796	S04.146	the dandruff	ss	dandruff%1:17:00::	"loose scales shed from the scalp; ""I could see the dandruff on her shoulders"""	n09262955	n
479	GROW	797	S12.530	to grow	ss	grow%2:30:02::	"increase in size by natural process; ""Corn doesn't grow here""; ""In these forests, mushrooms grow under the trees""; ""her hair doesn't grow much anymore"""	v00231557	v
1692	FRIDAY	798	S14.670	Friday	ss	friday%1:28:00::	the sixth day of the week; the fifth working day	n15164463	n
1332	NEIGHBOUR	799	S19.540	the neighbour	ss	neighbour%1:18:00::	a person who lives (or is located) near another	n10352299	n
1693	THURSDAY	800	S14.660	Thursday	ss	thursday%1:28:00::	the fifth day of the week; the fourth working day	n15164354	n
1316	TENT	801	S07.140	the tent	ss	tent%1:06:00::	"a portable shelter (usually of canvas stretched over supporting poles and fastened to the ground with ropes and pegs); ""he pitched his tent near the creek"""	n04411264	n
3830	WALL	802	S07.270	the wall	ss	wall%1:06:00::	"an architectural partition with a height and length greater than its thickness; used to divide or enclose an area or to support another structure; ""the south wall had a small window""; ""the walls were covered with pictures"""	n04546855	n
1347	NAPE (OF NECK)	803	S04.281	the nape of the neck	ss	nape%1:08:00::	the back side of the neck	n05547396	n
55	WHISPER	804	S18.150	to whisper	ss	whisper%2:32:00::	speak softly; in a low voice	v00915830	v
80	DOORPOST	805	S07.221	the doorpost	ss	doorpost%1:06:00::	a jamb for a door	n03222857	n
1090	BE BORN	806	S04.720	to be born	ss	be_born%2:30:00::	"come into existence through birth; ""She was born on a farm"""	v00360932	v
148	ITCH	807	S04.854	the itch	ss	itch%1:09:00::	an irritating cutaneous sensation that produces a desire to scratch	n05723563	n
1440	SPIT	808	S04.560	to spit	ss	spit%2:29:00::	"expel or eject (saliva or phlegm or sputum) from the mouth; ""The father of the victim spat at the alleged murderer"""	v00101956	v
1021	TOWEL	809	S06.820	the towel	ss	towel%1:06:00::	a rectangular piece of absorbent cloth (or paper) for drying or wiping	n04459362	n
2252	PATH	810	S10.720	the path	ss	path%1:06:00::	a way especially designed for a particular use	n03899328	n
295	WHETSTONE	811	S09.9300	the whetstone	ss	whetstone%1:06:00::	a flat stone for sharpening edged tools or knives	n04577426	n
255	SERVANT	812	S19.430	the servant	ss	servant%1:18:00::	a person working in the service of another (especially in the household)	n10582154	n
123	FOREHEAD	813	S04.205	the forehead	ss	forehead%1:08:00::	the part of the face above the eyes	n05602548	n
1644	RELATIVES	814	S02.810	the relatives	ss	relative%1:18:00::	"a person related by blood or marriage; ""police are searching for relatives of the deceased""; ""he has distant relations back in New Jersey"""	n10235549	n
1049	MOLAR TOOTH	815	S04.272	the molar tooth	ss	molar%1:08:00::	grinding tooth with a broad crown; located behind the premolars	n05307773	n
1354	NEXT	816	S24.1200	next	ss	next%5:00:00:succeeding:00	"immediately following in time or order; ""the following day""; ""next in line""; ""the next president""; ""the next item on the list"""	a00127948	a
1335	WHITE	817	S15.640	white	ss	white%3:00:01::	"being of the achromatic color of maximum lightness; having little or no hue owing to reflection of almost all incident light; ""as white as fresh snow""; ""a bride's white dress"""	a00393105	a
1001	BLACKSMITH	818	S09.600	the blacksmith	ss	blacksmith%1:18:00::	a smith who forges and shapes iron with a hammer and anvil	n09859152	n
603	COAT	819	S06.430	the coat	ss	coat%1:06:00::	an outer garment that has sleeves and covers the body from shoulder down; worn outdoors	n03057021	n
270	JUG	820	S05.340	the jug/pitcher	ui	pitcher%1:06:00::	an open vessel with a handle and a spout for pouring	n03950228	n
741	DRIVE	821	S10.650	to drive	ss	drive%2:38:01::	"operate or control a vehicle; ""drive a car or bus""; ""Can you drive this four-wheel truck?"""	v01930874	v
924	VEGETABLES	822	S05.650	the vegetables	ss	vegetable%1:13:00::	edible seeds or roots or stems or leaves or bulbs or tubers or nonsweet fruits of any of numerous herbaceous plant	n07707451	n
1437	SPLIT	823	S09.270	to split	ss	split%2:35:00::	"separate or cut with a tool, such as a sharp instrument; ""cleave the bone"""	v01556572	v
875	SHOEMAKER	824	S06.540	the shoemaker	ss	shoemaker%1:18:00::	a person who makes or repairs shoes	n09933098	n
241	TREE STUMP	825	S08.720	the tree stump	ss	tree_stump%1:20:00::	the base part of a tree that remains standing after the tree has been felled	n13111504	n
2023	CROWD	826	S13.190	the crowd	ss	crowd%1:14:00::	"a large number of things or people considered together; ""a crowd of insects assembled around the flowers"""	n08182379	n
1087	CONCEIVE	827	S04.732	to conceive	ss	conceive%2:29:00::	"become pregnant; undergo conception; ""She cannot conceive""; ""My daughter was conceived in Christmas Day"""	v00054285	v
1283	TODAY	828	S14.470	today	ss	today%4:02:00::	"on this day as distinct from yesterday or tomorrow; ""I can't meet with you today"""	r00207366	r
1921	PLOUGH	829	S08.210	to plough/plow	ui	plow%2:36:00::	"to break and turn over earth especially with a plow; ""Farmer Jones plowed his east field last week""; ""turn the earth in the Spring"""	v01741864	v
1495	HAPPY	830	S16.230	happy	ss	happy%3:00:00::	"enjoying or showing or marked by joy or pleasure; ""a happy smile""; ""spent many happy days on the beach""; ""a happy marriage"""	a01148283	a
1847	SICK	831	S04.840	sick/ill	ui	ill%3:00:01::	"affected by an impairment of normal physical or mental function; ""ill from the monotony of his suffering"""	a02541302	a
