id	style	word
Storage:box.N		boxa
Storage:bucket.N		dalwa
Storage:package.N		paketa
Storage:tin (can).N		tin-ken
Time:autumn.N		oton
Time:final.A		laste
Time:hour.N		ora
Time:late.ADV		tarde
Time:long ago.ADV		longtaim bak, davem
Time:month.N		mes
Time:never.ADV		neva
Time:new.A		nove
Time:night.N		nocha
Time:now.ADV		nau
Time:old (used).A		lao
Time:old.A		lao
Time:period.N		perioda, epoka
Time:rhythm.N		ritma
Time:season.N		seson
Time:short.ADV		kurte
Time:springtime.N		vesna
Time:still.ADV		haishi
Time:summer.N		saif
Time:time.N		taim
Time:today.ADV		sedey
Time:tomorrow.ADV		manya
Time:wait.V		weiti
Time:winter.N		hima
Time:year.N		yar
Time:yesterday.ADV		yeri
Transit:airplane.N		avion
Transit:bicycle.N		bisikla (baik)
Transit:boat.N		bota
Transit:brake.V		brek
Transit:bus.N		bus
Transit:car.N		auto
Transit:cart.N		gari, vagon
Transit:motorcycle.N		motosikla (moto)
Transit:oar.N		rema
Transit:railroad.N		ferdao
Transit:road.N		kamina
Transit:rocket.N		raketa
Transit:sailcloth.N		parus
Transit:ship.N		ship
Transit:train.N		tren
Transit:truck.N		kamion
Transit:vehicle.N		vikla
Transit:wheel.N		rada
