id	style	word	transcription	etymology
Body:pubic hair.N		huluhulu		
Body:rib.N		iwi `ao`ao		
Body:scar.N		`ālina		
Body:shell.N		pūpū (1)		
Body:shoulder.N		po`ohiwi		
Body:shoulderblade.N		iwi hoehoe		
Body:skin.N		`ili		
Body:skull.N		iwi po`o		
Body:sneeze.V		kihe		
Body:spine.N		kuamo`o		
Body:spit.V		kuha		
Body:spleen.N		akenī`au		
Body:stomach.N		`ōpū		
Body:sweat.V		hou (1)		
Body:swell.N		pehu		
Body:tail.N		huelo		
Body:tear.N		waimaka		
Body:temple.N		maha		
Body:tendon.N		a`ahuki		
Body:testicle.N		hua (1)		
Body:throat.N		pu`u		
Body:thumb.N		manamana lima nui		
Body:toe.N		manamana wāwae		
Body:tongue.N		alelo		
Body:tooth.N		niho		
Body:udder.N		ū		
Body:upper leg.N		`ūhā		
Body:vagina.N		kohe		
Body:vulva.N		lehelehe		
Body:waist.N		pūhaka		
Body:wing.N		`ēheu		
Body:womb.N		pū`ao		
Body:wound.N		`eha		
Body:wrist.N		pūlima		
Body:yawn.V		hāmama		
Building:adobe.N		lepo kāwili		
Building:arch.N		hoaka		
Building:beam.N		kuku		
Building:board.N		papa (2)		
Building:brick.N		winihapa		eng:Winship
Building:build.V		kūkulu		
Building:camp.N		moana (2)		
Building:chimney.N		puka uahi		
Building:cookhouse.N		hale kuke		
Building:deck.N		`oneki		eng:deck
Building:door.N		puka		
Building:doorpost.N		lā`au kū		
Building:fireplace.N		kapuahi		
Building:floor.N		papahele		
Building:garden-house.N		hale		
Building:house.N		hale		
Building:hut.N		hale pili		
Building:mason.N		makona		eng:mason
Building:mortar binder.N		puna (3)		
Building:oven.N		`oma		eng:oven
Building:post.N		pou		
Building:rafter.N		o`a		
Building:ridgepole.N		kaupoku		
Building:roof.N		kaupoku		
Building:room.N		lumi		eng:room
Building:tent.N		hale pe`a		
Building:thatch.N		pili		
Building:tower.N		pū`o`a		
Building:wall.N		paia		
Building:window.N		pukaaniani		
Building:yard.N		pā hale		
Cleaning:broom.N		pūlumi		eng:broom
Cleaning:clean.A		ma`ema`e		
Cleaning:dirty.A		lepo		
Cleaning:sweep.V		pūlumi		eng:broom
Cleaning:wash.V		holoi		
Cleaning:wipe.V		kāwele		eng:towel
Clothing:Gossypium.N		pulupulu		
Clothing:awl.N		kui houhou		
Clothing:bead.N		olopī		eng:bead
Clothing:belt.N		kuapo		eng:swap
Clothing:boot.N		puki		eng:boot
Clothing:braid.N		hili		
Clothing:button.N		pihi		
Clothing:cloak.N		koloka		eng:cloak
Clothing:cloth.N		lole		
Clothing:clothes.N		lole		
Clothing:coat.N		kuka		eng:coat
Clothing:collar.N		kala (1)		eng:collar
Clothing:dress.N		mu`umu`u		
Clothing:dye.V		waiho`olu`u		
Clothing:fashion.N		kaila		eng:style
Clothing:felt.N		mānoanoa		
Clothing:glove.N		mikilima		
Clothing:headband or headdress.N		lei po`o		
Clothing:headgear.N		pāpale		
Clothing:leather.N		`ili		
Clothing:linen.N		lilina		eng:linen
Clothing:loom.N		`ōmau		
Clothing:naked.A		hele wale		
Clothing:needle.N		kui (1)		
Clothing:pin.N		pine		eng:pin
Clothing:pocket.N		pākeke		eng:pocket
Clothing:poncho.N		kīpuka		
Clothing:put on.V		komo (3)		
Clothing:rag.N		welu		
Clothing:sew.V		humuhumu		
Clothing:shirt.N		pālule		
Clothing:shoe.N		kāma`a		
Clothing:shoemaker.N		kūmeka		eng:shoemaker
Clothing:silk.N		kilika		eng:silk
